 Date Time CO OZ NO2 CHX NO PM10
 11.11.12 12:00 0.12 0.02 0.35 1.72 0.17 0.16
 -------- 13:00 0.13 0.03 0.32 1.75 0.13 0.15
 -------- 14:00 0.08 0.05 0.26 1.51 0.07 0.10
 -------- 15:00 0.08 0.08 0.22 1.47 0.03 0.09
 -------- 16:00 0.08 0.07 0.23 1.45 0.03 0.08
 11.11.12 17:00 0.09 0.05 0.25 1.47 0.03 0.12
 -------- 18:00 0.13 0.02 0.28 1.57 0.08 0.13
 -------- 19:00 0.14 0.01 0.28 1.59 0.08 0.11
 -------- 20:00 0.11 0.02 0.27 1.54 0.04 0.13
 -------- 21:00 0.08 0.02 0.26 1.49 0.04 0.08
 11.11.12 22:00 0.09 0.02 0.25 1.50 0.03 0.11
 -------- 23:00 0.08 0.06 0.19 1.45 0.01 0.06
 -------- 00:00 0.06 0.09 0.18 1.43 0.01 0.05
 -------- 01:00 0.06 0.05 0.24 1.45 0.03 0.04
 -------- 02:00 0.06 0.03 0.24 1.46 0.02 0.05
 12.11.12 03:00 0.06 0.04 0.24 1.45 0.02 0.03
 -------- 04:00 0.06 0.02 0.26 1.47 0.03 0.04
 -------- 05:00 0.06 0.02 0.24 1.47 0.03 0.03
 -------- 06:00 0.07 0.01 0.26 1.48 0.05 0.05
 -------- 07:00 0.05 0.01 0.27 1.49 0.07 0.06
 12.11.12 08:00 0.04 0.02 0.25 1.48 0.06 0.07
 -------- 09:00 0.05 0.05 0.21 1.45 0.02 0.06
 -------- 10:00 0.07 0.04 0.23 1.48 0.05 0.08
 -------- 11:00 0.07 0.02 0.26 1.53 0.10 0.08
 -------- 12:00 0.06 0.02 0.28 1.61 0.11 0.09
 12.11.12 13:00 0.06 0.04 0.24 1.46 0.05 0.07
 -------- 14:00 0.07 0.04 0.23 1.44 0.06 0.06
 -------- 15:00 0.07 0.03 0.22 1.44 0.05 0.05
 -------- 16:00 0.08 0.02 0.23 1.44 0.06 0.06
 -------- 17:00 0.09 0.02 0.24 1.45 0.06 0.07
 12.11.12 18:00 0.10 0.01 0.25 1.46 0.07 0.06
 -------- 19:00 0.11 0.01 0.24 1.47 0.08 0.06
 -------- 20:00 0.10 0.01 0.24 1.47 0.09 0.06
 -------- 21:00 0.12 0.01 0.24 1.47 0.10 0.07
 -------- 22:00 0.12 0.01 0.24 1.48 0.08 0.09
 12.11.12 23:00 0.12 0.01 0.24 1.48 0.07 0.08
 -------- 00:00 0.11 0.01 0.25 1.48 0.08 0.07
 -------- 01:00 0.10 0.01 0.25 1.47 0.06 0.04
 -------- 02:00 0.08 0.01 0.27 1.51 0.07 0.04
 -------- 03:00 0.09 0.01 0.28 1.49 0.06 0.05
 13.11.12 04:00 0.07 0.05 0.23 1.44 0.03 0.03
 -------- 05:00 0.07 0.05 0.24 1.45 0.04 0.04
 -------- 06:00 0.09 0.03 0.33 1.50 0.06 0.07
 -------- 07:00 0.08 0.04 0.28 1.43 0.06 0.03
 -------- 08:00 0.09 0.04 0.30 1.45 0.05 0.04
 13.11.12 09:00 0.09 0.05 0.32 1.47 0.06 0.04
 -------- 10:00 0.09 0.04 0.32 1.50 0.07 0.05
 -------- 11:00 0.08 0.07 0.29 1.48 0.06 0.07
