 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 12.01.13 12:00 0.10 0.06 0.20 1.58 0.10 0.08 0.12
 -------- 13:00 0.13 0.06 0.22 1.98 0.14 0.09 0.14
 -------- 14:00 0.11 0.07 0.20 1.59 0.12 0.10 0.15
 -------- 15:00 0.15 0.05 0.24 1.66 0.14 0.11 0.17
 -------- 16:00 0.12 0.04 0.24 1.69 0.13 0.09 0.15
 12.01.13 17:00 0.13 0.03 0.25 1.69 0.13 0.11 0.17
 -------- 18:00 0.18 0.01 0.26 2.04 0.11 0.09 0.16
 -------- 19:00 0.13 0.01 0.29 1.95 0.18 0.11 0.17
 -------- 20:00 0.12 0.01 0.27 1.79 0.16 0.11 0.17
 -------- 21:00 0.13 0.01 0.28 1.74 0.23 0.11 0.17
 12.01.13 22:00 0.13 0.01 0.28 1.82 0.17 0.09 0.16
 -------- 23:00 0.13 0.01 0.27 1.76 0.16 0.09 0.16
 -------- 00:00 0.13 0.01 0.27 1.88 0.19 0.10 0.17
 -------- 01:00 0.15 0.01 0.34 1.99 0.29 0.12 0.19
 -------- 02:00 0.18 0.01 0.29 1.98 0.34 0.13 0.21
 13.01.13 03:00 0.15 0.01 0.28 1.91 0.31 0.11 0.18
 -------- 04:00 0.12 0.01 0.29 1.86 0.30 0.09 0.14
 -------- 05:00 0.11 0.01 0.29 1.82 0.25 0.08 0.14
 -------- 06:00 0.10 0.01 0.29 1.74 0.20 0.09 0.14
 -------- 07:00 0.10 0.01 0.33 1.66 0.18 0.09 0.14
 13.01.13 08:00 0.26 0.04 0.67 2.26 0.26 0.31 0.48
 -------- 09:00 0.11 0.02 0.33 1.67 0.13 0.05 0.09
 -------- 10:00 0.09 0.01 0.28 1.62 0.12 0.07 0.11
 -------- 11:00 0.08 0.03 0.26 1.61 0.11 0.08 0.13
 -------- 12:00 0.12 0.05 0.38 1.68 0.15 0.13 0.21
 13.01.13 13:00 0.11 0.06 0.29 1.61 0.12 0.09 0.13
 -------- 14:00 0.09 0.07 0.27 1.58 0.09 0.09 0.14
 -------- 15:00 0.10 0.06 0.29 1.57 0.11 0.08 0.13
 -------- 16:00 0.09 0.04 0.32 1.56 0.14 0.08 0.12
 -------- 17:00 0.13 0.03 0.41 1.70 0.18 0.12 0.19
 13.01.13 18:00 0.09 0.01 0.36 1.59 0.13 0.08 0.12
 -------- 19:00 0.09 0.01 0.33 1.58 0.13 0.07 0.11
 -------- 20:00 0.08 0.01 0.33 1.57 0.12 0.06 0.10
 -------- 21:00 0.08 0.01 0.33 1.60 0.10 0.09 0.14
 -------- 22:00 0.09 0.01 0.32 1.60 0.13 0.06 0.10
 13.01.13 23:00 0.09 0.01 0.31 1.60 0.10 0.05 0.08
 -------- 00:00 0.07 0.01 0.31 1.56 0.08 0.04 0.07
 -------- 01:00 0.07 0.01 0.30 1.53 0.06 0.04 0.06
 -------- 02:00 0.06 0.01 0.30 1.52 0.05 0.05 0.08
 -------- 03:00 0.06 0.01 0.29 1.50 0.05 0.04 0.07
 14.01.13 04:00 0.06 0.03 0.27 1.49 0.03 0.04 0.06
 -------- 05:00 0.06 0.04 0.32 1.55 0.04 0.07 0.10
 -------- 06:00 0.07 0.02 0.33 1.52 0.07 0.06 0.09
 -------- 07:00 0.06 0.01 0.29 1.53 0.05 0.04 0.07
 -------- 08:00 0.08 0.01 0.33 1.58 0.10 0.06 0.09
 14.01.13 09:00 0.12 0.01 0.36 1.67 0.20 0.09 0.13
 -------- 10:00 0.13 0.01 0.38 1.68 0.21 0.08 0.11
 -------- 11:00 0.11 0.02 0.38 1.66 0.24 0.08 0.11
