 Date Time CO OZ NO2 CHX NO PM10
 28.09.12 12:00 0.06 0.32 0.21 1.44 0.02 0.17
 -------- 13:00 0.04 0.42 0.22 1.41 0.02 0.18
 -------- 14:00 0.04 0.40 0.26 1.43 0.02 0.17
 -------- 15:00 0.05 0.45 0.21 1.44 0.01 0.15
 -------- 16:00 0.04 0.54 0.15 1.41 0.00 0.14
 28.09.12 17:00 0.06 0.52 0.18 1.45 0.00 0.14
 -------- 18:00 0.04 0.50 0.18 1.41 0.00 0.13
 -------- 19:00 0.06 0.47 0.20 1.47 0.00 0.13
 -------- 20:00 0.09 0.48 0.17 1.51 0.00 0.12
 -------- 21:00 0.04 0.51 0.15 1.42 ---- 0.13
 28.09.12 22:00 0.04 0.38 0.15 1.34 ---- 0.09
 -------- 23:00 0.04 0.29 0.19 1.33 0.01 0.01
