 Date Time CO OZ NO2 CHX NO PM10
 01.10.12 00:00 0.06 0.20 0.16 1.35 0.01 0.02
 -------- 01:00 0.04 0.21 0.13 1.38 0.00 0.02
 -------- 02:00 0.04 0.28 0.10 1.33 0.01 0.02
 -------- 03:00 0.04 0.30 0.08 1.33 0.00 0.03
 -------- 04:00 0.03 0.31 0.07 1.32 ---- 0.03
 01.10.12 05:00 0.03 0.32 0.08 1.32 0.00 0.03
 -------- 06:00 0.05 0.27 0.13 1.34 0.02 0.03
 -------- 07:00 0.05 0.23 0.17 1.39 0.02 0.04
 -------- 08:00 0.07 0.22 0.18 1.36 0.03 0.05
 -------- 09:00 0.06 0.16 0.20 1.37 0.03 0.05
 01.10.12 10:00 0.06 0.19 0.20 1.40 0.04 0.06
 -------- 11:00 0.06 0.21 0.17 1.36 0.04 0.06
 -------- 12:00 0.05 0.23 0.17 1.35 0.03 0.06
 -------- 13:00 0.06 0.22 0.18 1.35 0.04 0.06
 -------- 14:00 0.05 0.24 0.16 1.37 0.03 0.08
 01.10.12 15:00 0.07 0.19 0.22 1.39 0.05 0.12
 -------- 16:00 0.08 0.20 0.21 1.41 0.04 0.16
 -------- 17:00 0.09 0.21 0.24 1.40 0.06 0.13
 -------- 18:00 0.13 0.11 0.30 1.59 0.10 0.16
 -------- 19:00 0.09 0.10 0.27 1.45 0.06 0.07
 01.10.12 20:00 0.11 0.07 0.33 1.57 0.10 0.10
 -------- 21:00 0.18 0.04 0.34 1.82 0.07 0.27
 -------- 22:00 0.20 0.01 0.35 1.73 0.13 0.24
 -------- 23:00 0.16 0.01 0.33 1.66 0.17 0.08
 -------- 00:00 0.21 0.01 0.32 2.14 0.42 0.15
 02.10.12 01:00 0.15 0.01 0.26 1.63 0.30 0.13
 -------- 02:00 0.18 0.01 0.24 1.74 0.49 0.12
 -------- 03:00 0.23 0.01 0.18 1.91 0.63 0.14
 -------- 04:00 0.25 0.01 0.19 2.16 0.89 0.14
 -------- 05:00 0.21 0.01 0.21 2.35 0.95 0.18
 02.10.12 06:00 0.30 0.01 0.40 2.09 1.12 0.29
 -------- 07:00 0.26 0.01 0.30 1.97 0.88 0.20
 -------- 08:00 0.31 0.01 0.29 1.98 0.86 0.17
 -------- 09:00 0.33 0.01 0.36 2.17 0.84 0.17
 -------- 10:00 0.31 0.01 0.41 2.05 0.75 0.16
 02.10.12 11:00 0.24 0.01 0.42 1.82 0.50 0.15
 -------- 12:00 0.09 0.06 0.29 1.50 0.13 0.10
 -------- 13:00 0.05 0.15 0.23 1.42 0.06 0.05
 -------- 14:00 0.04 0.21 0.19 1.43 0.04 0.05
 -------- 15:00 0.03 0.25 0.18 1.40 0.02 0.05
 02.10.12 16:00 0.04 0.25 0.18 1.38 0.02 0.04
 -------- 17:00 0.04 0.21 0.24 1.63 0.02 0.06
 -------- 18:00 0.05 0.10 0.32 1.83 0.02 0.08
 -------- 19:00 0.11 0.03 0.36 2.35 0.10 0.14
 -------- 20:00 0.15 0.01 0.33 1.93 0.16 0.17
 02.10.12 21:00 0.21 0.01 0.32 2.01 0.30 0.27
 -------- 22:00 0.19 0.01 0.30 1.81 0.22 0.18
 -------- 23:00 0.15 0.01 0.33 1.65 0.20 0.15
