 Date Time CO OZ NO2 CHX NO PM10
 17.10.12 00:00 0.08 0.01 0.19 1.48 0.06 0.16
 -------- 01:00 0.07 0.01 0.18 1.51 0.05 0.24
 -------- 02:00 0.06 0.01 0.17 1.48 0.01 0.12
 -------- 03:00 0.06 0.01 0.16 1.54 0.03 0.13
 -------- 04:00 0.06 0.01 0.14 1.56 0.02 0.13
 17.10.12 05:00 0.06 0.01 0.13 1.48 0.03 0.10
 -------- 06:00 0.07 0.01 0.13 1.47 0.07 0.08
 -------- 07:00 0.08 0.01 0.12 1.82 0.11 0.08
 -------- 08:00 0.11 0.01 0.12 1.78 0.18 0.08
 -------- 09:00 0.13 0.01 0.14 1.71 0.18 0.09
 17.10.12 10:00 0.11 0.01 0.13 1.64 0.12 0.12
 -------- 11:00 0.09 0.01 0.11 1.59 0.08 0.14
 -------- 12:00 0.09 0.02 0.12 1.55 0.09 0.13
 -------- 13:00 0.09 0.01 0.12 1.56 0.11 0.13
 -------- 14:00 0.09 0.02 0.14 1.51 0.09 0.13
 17.10.12 15:00 0.08 0.05 0.19 1.47 0.05 0.09
 -------- 16:00 0.08 0.05 0.25 1.49 0.05 0.10
 -------- 17:00 0.11 0.04 0.30 1.64 0.06 0.17
 -------- 18:00 0.13 0.02 0.27 1.75 0.05 0.18
 -------- 19:00 0.09 0.01 0.20 1.54 0.04 0.13
 17.10.12 20:00 0.11 0.01 0.19 1.56 0.05 0.16
 -------- 21:00 0.08 0.01 0.18 1.51 0.04 0.14
 -------- 22:00 0.08 0.01 0.19 1.49 0.03 0.15
 -------- 23:00 0.09 0.01 0.20 1.48 0.03 0.16
 -------- 00:00 0.08 0.01 0.21 1.50 0.06 0.14
 18.10.12 01:00 0.09 0.01 0.23 1.50 0.09 0.12
 -------- 02:00 0.08 0.01 0.21 1.55 0.09 0.10
 -------- 03:00 0.08 0.01 0.22 1.57 0.10 0.10
 -------- 04:00 0.06 0.01 0.21 1.52 0.03 0.08
 -------- 05:00 0.08 0.01 0.20 1.58 0.11 0.08
 18.10.12 06:00 0.11 0.01 0.24 1.58 0.19 0.09
 -------- 07:00 0.16 0.01 0.21 1.72 0.24 0.08
 -------- 08:00 0.19 0.01 0.23 1.78 0.36 0.10
 -------- 09:00 0.24 0.01 0.23 1.86 0.42 0.11
 -------- 10:00 0.25 0.01 0.25 1.80 0.42 0.15
 18.10.12 11:00 0.25 0.01 0.28 1.80 0.43 0.15
 -------- 12:00 0.17 0.01 0.26 1.68 0.31 0.13
 -------- 13:00 0.19 0.01 0.25 1.71 0.43 0.16
 -------- 14:00 0.10 0.01 0.18 1.48 0.13 0.04
 -------- 15:00 0.09 0.02 0.17 1.48 0.12 0.05
 18.10.12 16:00 0.08 0.02 0.17 1.46 0.10 0.03
 -------- 17:00 0.11 0.01 0.19 1.55 0.16 0.05
 -------- 18:00 0.12 0.01 0.18 1.58 0.15 0.06
 -------- 19:00 0.13 0.01 0.20 1.52 0.18 0.07
 -------- 20:00 0.13 0.02 0.28 1.46 0.12 0.04
 18.10.12 21:00 0.13 0.01 0.20 1.46 0.12 0.04
 -------- 22:00 0.13 0.01 0.20 1.48 0.14 0.07
 -------- 23:00 0.11 0.01 0.16 1.46 0.10 0.07
