 Date Time CO OZ NO2 CHX NO PM10
 02.02.13 12:00 0.04 0.03 0.31 1.67 0.12 0.12
 -------- 13:00 0.09 0.04 0.28 1.66 0.09 0.10
 -------- 14:00 0.04 0.13 0.23 1.53 0.06 0.07
 -------- 15:00 0.02 0.13 0.26 1.60 0.07 0.09
 -------- 16:00 0.03 0.09 0.28 1.68 0.07 0.17
 02.02.13 17:00 0.02 0.05 0.33 1.61 0.08 0.12
 -------- 18:00 0.03 0.01 0.37 1.64 0.11 0.11
 -------- 19:00 0.03 0.01 0.34 1.61 0.07 0.10
 -------- 20:00 0.02 0.01 0.33 1.64 0.07 0.10
 -------- 21:00 0.02 0.01 0.32 1.67 0.07 0.09
 02.02.13 22:00 0.02 0.01 0.32 1.87 0.12 0.12
 -------- 23:00 0.02 0.01 0.31 1.83 0.08 0.09
 -------- 00:00 0.02 0.01 0.31 1.69 0.13 0.11
 -------- 01:00 0.04 0.01 0.30 1.65 0.13 0.14
 -------- 02:00 0.04 0.01 0.28 1.59 0.05 0.10
 03.02.13 03:00 ---- 0.04 0.25 1.55 0.02 0.09
 -------- 04:00 ---- 0.09 0.21 1.52 0.01 0.08
 -------- 05:00 ---- 0.14 0.18 1.50 0.01 0.06
 -------- 06:00 ---- 0.13 0.21 1.49 0.02 0.06
 -------- 07:00 ---- 0.15 0.21 1.48 0.01 0.05
 03.02.13 08:00 ---- 0.16 0.20 1.46 0.01 0.05
 -------- 09:00 ---- 0.21 0.18 1.46 0.01 0.04
 -------- 10:00 ---- 0.24 0.17 1.46 0.01 0.05
 -------- 11:00 ---- 0.26 0.16 1.44 0.02 0.05
 -------- 12:00 ---- 0.29 0.14 1.45 0.02 0.04
 03.02.13 13:00 ---- 0.34 0.10 1.45 0.01 0.03
 -------- 14:00 ---- 0.37 0.11 1.45 0.01 0.03
 -------- 15:00 ---- 0.36 0.13 1.45 0.02 0.04
 -------- 16:00 0.02 0.29 0.19 1.47 0.03 0.06
 -------- 17:00 0.02 0.27 0.18 1.48 0.02 0.04
 03.02.13 18:00 0.02 0.25 0.20 1.46 0.01 0.04
 -------- 19:00 0.02 0.22 0.21 1.46 0.01 0.04
 -------- 20:00 0.02 0.16 0.26 1.46 0.02 0.04
 -------- 21:00 0.02 0.18 0.23 1.48 0.01 0.04
 -------- 22:00 0.02 0.14 0.26 1.48 0.03 0.04
 03.02.13 23:00 0.02 0.13 0.26 1.48 0.01 0.04
 -------- 00:00 0.02 0.16 0.21 1.49 0.01 0.04
 -------- 01:00 0.02 0.18 0.18 1.50 0.01 0.03
 -------- 02:00 0.02 0.16 0.20 1.52 0.01 0.04
 -------- 03:00 ---- 0.11 0.24 1.53 0.01 0.05
 04.02.13 04:00 ---- 0.07 0.27 1.58 0.02 0.06
 -------- 05:00 ---- 0.13 0.21 1.54 0.02 0.03
 -------- 06:00 0.03 0.03 0.32 1.62 0.09 0.05
 -------- 07:00 0.05 0.01 0.42 1.63 0.35 0.08
 -------- 08:00 0.04 0.01 0.38 1.73 0.26 0.08
 04.02.13 09:00 0.07 0.01 0.37 1.82 0.39 0.08
 -------- 10:00 0.04 0.01 0.34 1.93 0.25 0.08
 -------- 11:00 0.02 0.01 0.32 3.25 0.23 0.06
