 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 07.01.13 00:00 0.06 0.16 0.10 1.45 0.02 0.02 0.04
 -------- 01:00 0.04 0.16 0.09 1.42 0.01 0.02 0.04
 -------- 02:00 0.04 0.19 0.07 1.41 0.01 0.02 0.03
 -------- 03:00 0.04 0.21 0.07 1.40 0.01 0.02 0.04
 -------- 04:00 0.04 0.23 0.06 1.39 0.00 0.02 0.03
 07.01.13 05:00 0.04 0.23 0.07 1.38 0.01 0.02 0.03
 -------- 06:00 0.04 0.21 0.07 1.38 0.01 0.02 0.03
 -------- 07:00 0.04 0.20 0.08 1.39 0.01 0.02 0.04
 -------- 08:00 0.04 0.17 0.11 1.39 0.03 0.02 0.04
 -------- 09:00 0.04 0.16 0.11 1.39 0.02 0.02 0.04
 07.01.13 10:00 0.04 0.16 0.11 1.40 0.03 0.02 0.04
 -------- 11:00 0.05 0.15 0.12 1.40 0.04 0.03 0.05
 -------- 12:00 0.04 0.17 0.10 1.40 0.03 0.02 0.04
 -------- 13:00 0.06 0.17 0.10 1.44 0.05 0.03 0.04
 -------- 14:00 0.05 0.16 0.10 1.43 0.05 0.03 0.05
 07.01.13 15:00 0.07 0.15 0.12 1.45 0.06 0.03 0.05
 -------- 16:00 0.15 0.12 0.44 1.64 0.18 0.18 0.27
 -------- 17:00 0.07 0.12 0.15 1.46 0.06 0.02 0.03
 -------- 18:00 0.07 0.10 0.14 1.46 0.04 0.02 0.03
 -------- 19:00 0.07 0.10 0.14 1.22 0.04 0.03 0.03
 07.01.13 20:00 0.06 0.08 0.17 1.45 0.03 0.03 ----
 -------- 21:00 0.06 0.10 0.14 1.46 0.03 0.02 ----
 -------- 22:00 0.07 0.10 0.13 1.47 0.03 0.03 ----
 -------- 23:00 0.06 0.10 0.15 1.45 0.02 0.02 ----
 -------- 00:00 0.04 0.12 0.12 1.44 0.02 0.02 ----
 08.01.13 01:00 0.05 0.10 0.14 1.47 0.02 0.02 ----
 -------- 02:00 0.04 0.11 0.13 1.45 0.01 0.02 ----
 -------- 03:00 0.04 0.11 0.13 1.46 0.02 0.03 ----
 -------- 04:00 0.06 0.11 0.12 1.50 0.01 0.03 ----
 -------- 05:00 0.06 0.10 0.13 1.48 0.01 0.03 ----
 08.01.13 06:00 0.06 0.06 0.17 1.49 0.02 0.04 ----
 -------- 07:00 0.06 0.05 0.17 1.50 0.03 0.04 ----
 -------- 08:00 0.08 0.03 0.20 1.52 0.07 0.05 ----
 -------- 09:00 0.08 0.02 0.20 1.51 0.07 0.04 ----
 -------- 10:00 0.09 0.02 0.20 1.53 0.10 0.05 ----
 08.01.13 11:00 0.11 0.03 0.23 1.59 0.14 0.06 ----
 -------- 12:00 0.15 0.04 0.20 1.70 0.14 0.10 ----
 -------- 13:00 0.15 0.04 0.20 1.68 0.15 0.16 ----
 -------- 14:00 0.19 0.04 0.26 1.85 0.19 0.22 ----
 -------- 15:00 0.15 0.05 0.25 1.70 0.15 0.11 ----
 08.01.13 16:00 0.13 0.05 0.25 1.63 0.15 0.07 ----
 -------- 17:00 0.15 0.09 0.30 1.68 0.11 0.14 ----
 -------- 18:00 0.11 0.13 0.12 1.56 0.05 0.05 ----
 -------- 19:00 0.11 0.10 0.15 1.58 0.08 0.03 ----
 -------- 20:00 0.11 0.12 0.17 1.56 0.06 0.04 ----
 08.01.13 21:00 0.11 0.10 0.24 1.59 0.09 0.07 ----
 -------- 22:00 0.07 0.12 0.15 1.51 0.05 0.03 ----
 -------- 23:00 0.06 0.16 0.13 1.49 0.03 0.02 ----
