 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 13.04.13 00:00 0.22 0.01 0.61 2.12 0.40 0.40 0.15
 -------- 01:00 0.15 0.01 0.59 2.20 0.25 0.30 0.16
 -------- 02:00 0.13 0.01 0.58 2.29 0.21 0.25 0.15
 -------- 03:00 0.14 0.01 0.53 2.54 0.21 0.30 0.19
 -------- 04:00 0.16 0.01 0.52 3.06 0.23 0.27 0.22
 13.04.13 05:00 0.13 0.01 0.52 3.41 0.25 0.31 0.19
 -------- 06:00 0.24 0.01 0.69 3.42 0.41 0.43 0.44
 -------- 07:00 0.22 0.01 0.60 3.21 0.53 0.42 0.27
 -------- 08:00 0.16 0.04 0.58 3.33 0.39 0.42 0.26
 -------- 09:00 0.12 0.14 0.47 2.67 0.13 0.23 0.14
 13.04.13 10:00 0.09 0.25 0.41 1.94 0.10 0.20 0.12
 -------- 11:00 0.04 0.51 0.21 1.52 0.03 0.08 0.05
 -------- 12:00 0.04 0.67 0.13 1.55 0.02 0.09 0.05
 -------- 13:00 0.03 0.72 0.11 1.47 0.02 0.09 0.06
 -------- 14:00 0.04 0.76 0.11 1.47 0.02 0.08 0.05
 13.04.13 15:00 0.04 0.81 0.10 1.47 0.01 0.08 0.05
 -------- 16:00 0.05 0.83 0.11 1.45 0.01 0.08 0.06
 -------- 17:00 0.06 0.85 0.11 1.51 0.01 0.08 0.06
 -------- 18:00 0.05 0.82 0.13 1.51 0.01 0.08 0.06
 -------- 19:00 0.06 0.79 0.14 1.48 0.01 0.08 0.06
 13.04.13 20:00 0.06 0.73 0.15 1.56 0.01 0.08 0.07
 -------- 21:00 0.07 0.63 0.20 1.57 0.01 0.10 0.09
 -------- 22:00 0.08 0.47 0.32 1.50 0.01 0.10 0.08
 -------- 23:00 0.09 0.38 0.37 1.53 0.01 0.10 0.08
 -------- 00:00 0.09 0.28 0.41 1.59 0.01 0.12 0.10
 14.04.13 01:00 0.09 0.24 0.41 1.58 0.01 0.10 0.09
 -------- 02:00 0.08 0.24 0.37 1.62 0.01 0.09 0.09
 -------- 03:00 0.10 0.13 0.40 1.72 0.04 0.12 0.10
 -------- 04:00 0.13 0.03 0.45 1.86 0.15 0.26 0.12
 -------- 05:00 0.08 0.25 0.32 1.57 0.01 0.07 0.07
 14.04.13 06:00 0.06 0.28 0.31 1.57 0.01 0.08 0.07
 -------- 07:00 0.07 0.37 0.26 1.54 0.01 0.08 0.08
 -------- 08:00 0.06 0.47 0.20 1.52 0.01 0.10 0.07
 -------- 09:00 0.07 0.45 0.25 1.47 0.02 0.12 0.08
 -------- 10:00 0.06 0.48 0.22 1.49 0.03 0.14 0.09
 14.04.13 11:00 0.06 0.57 0.18 1.46 0.02 0.13 0.09
 -------- 12:00 0.06 0.66 0.15 1.46 0.02 0.14 0.10
 -------- 13:00 0.06 0.79 0.11 1.44 0.01 0.11 0.09
 -------- 14:00 0.05 0.83 0.10 1.44 0.01 0.11 0.09
 -------- 15:00 0.05 0.88 0.10 1.48 0.01 0.12 0.09
 14.04.13 16:00 0.05 0.89 0.10 1.47 0.01 0.11 0.09
 -------- 17:00 0.06 0.90 0.11 1.49 0.01 0.12 0.10
 -------- 18:00 0.06 0.88 0.16 1.52 0.01 0.14 0.13
 -------- 19:00 0.06 0.91 0.15 1.52 0.01 0.14 0.13
 -------- 20:00 0.09 0.64 0.34 1.67 0.01 0.20 0.15
