 Date Time CO OZ NO2 CHX NO PM10
 06.10.12 12:00 0.06 0.15 0.14 1.42 0.01 0.03
 -------- 13:00 0.06 0.13 0.20 1.39 0.02 0.04
 -------- 14:00 0.05 0.16 0.16 1.40 0.01 0.04
 -------- 15:00 0.07 0.15 0.19 1.46 0.02 0.05
 -------- 16:00 0.07 0.12 0.20 1.46 0.01 0.05
 06.10.12 17:00 0.07 0.17 0.17 1.38 0.01 0.06
 -------- 18:00 0.08 0.21 0.15 1.40 0.01 0.07
 -------- 19:00 0.07 0.21 0.13 1.40 0.01 0.06
 -------- 20:00 0.11 0.18 0.16 1.47 0.01 0.22
 -------- 21:00 0.08 0.21 0.12 1.39 0.01 0.05
 06.10.12 22:00 0.06 0.21 0.13 1.39 0.01 0.03
 -------- 23:00 0.05 0.20 0.13 1.38 0.00 0.02
 -------- 00:00 0.04 0.23 0.12 1.38 0.00 0.01
 -------- 01:00 0.06 0.20 0.16 1.41 0.02 0.02
 -------- 02:00 0.04 0.20 0.15 1.37 0.00 0.01
 07.10.12 03:00 0.04 0.10 0.23 1.48 0.01 0.03
 -------- 04:00 0.04 0.09 0.21 1.50 0.01 0.08
 -------- 05:00 0.04 0.11 0.15 1.43 0.00 0.05
 -------- 06:00 0.04 0.12 0.17 1.39 0.01 0.02
 -------- 07:00 0.03 0.19 0.10 1.37 0.00 0.01
 07.10.12 08:00 0.03 0.23 0.09 1.37 0.00 0.01
 -------- 09:00 0.05 0.15 0.15 1.38 0.01 0.04
 -------- 10:00 0.06 0.06 0.22 1.46 0.02 0.07
 -------- 11:00 0.06 0.17 0.14 1.36 0.01 0.07
 -------- 12:00 0.06 0.28 0.11 1.34 0.01 0.05
 07.10.12 13:00 0.04 0.37 0.06 1.33 0.01 0.03
 -------- 14:00 0.04 0.37 0.07 1.36 0.01 0.08
 -------- 15:00 0.04 0.37 0.08 1.36 0.01 0.05
 -------- 16:00 0.06 0.31 0.11 1.36 0.01 0.08
 -------- 17:00 0.07 0.29 0.14 1.39 0.01 0.13
 07.10.12 18:00 0.09 0.23 0.19 1.41 0.02 0.16
 -------- 19:00 0.10 0.22 0.20 1.40 0.03 0.16
 -------- 20:00 0.07 0.17 0.23 1.40 0.01 0.15
 -------- 21:00 0.11 0.05 0.32 1.50 0.06 0.04
 -------- 22:00 0.14 0.01 0.34 1.59 0.13 0.05
 07.10.12 23:00 0.20 0.01 0.32 1.64 0.29 0.09
 -------- 00:00 0.26 0.01 0.31 1.73 0.55 0.15
 -------- 01:00 0.29 0.01 0.24 1.95 0.63 0.16
 -------- 02:00 0.23 0.01 0.20 1.92 0.50 0.12
 -------- 03:00 0.21 0.01 0.21 1.84 0.33 0.10
 08.10.12 04:00 0.16 0.01 0.16 2.34 0.29 0.11
 -------- 05:00 0.15 0.01 0.13 2.74 0.28 0.14
 -------- 06:00 0.15 0.01 0.16 2.51 0.34 0.15
 -------- 07:00 0.12 0.01 0.27 1.78 0.19 0.10
 -------- 08:00 0.11 0.01 0.32 1.52 0.13 0.06
 08.10.12 09:00 0.12 0.01 0.32 1.55 0.17 0.06
 -------- 10:00 0.11 0.01 0.30 1.70 0.17 0.07
 -------- 11:00 0.08 0.03 0.27 1.84 0.10 0.05
