 Date Time CO OZ NO2 CHX NO PM10
 15.12.12 00:00 0.06 0.22 0.19 1.54 0.03 0.06
 -------- 01:00 0.05 0.23 0.17 1.50 0.02 0.05
 -------- 02:00 0.05 0.23 0.18 1.51 0.02 0.06
 -------- 03:00 0.04 0.24 0.16 1.58 0.02 0.05
 -------- 04:00 0.04 0.24 0.15 1.63 0.01 0.05
 15.12.12 05:00 0.04 0.23 0.14 1.67 0.01 0.05
 -------- 06:00 0.05 0.20 0.16 1.68 0.01 0.05
 -------- 07:00 0.06 0.17 0.19 1.62 0.03 0.05
 -------- 08:00 0.07 0.11 0.24 1.56 0.05 0.06
 -------- 09:00 0.09 0.09 0.26 1.74 0.07 0.07
 15.12.12 10:00 0.08 0.08 0.27 1.73 0.09 0.07
 -------- 11:00 0.15 0.09 0.28 1.79 0.11 0.09
 -------- 12:00 0.12 0.12 0.24 1.64 0.09 0.11
 -------- 13:00 0.11 0.14 0.23 1.64 0.10 0.11
 -------- 14:00 0.13 0.14 0.24 1.70 0.10 0.12
 15.12.12 15:00 0.10 0.13 0.26 1.60 0.10 0.13
 -------- 16:00 0.08 0.11 0.28 1.73 0.10 0.12
 -------- 17:00 0.09 0.08 0.31 1.71 0.06 0.11
 -------- 18:00 0.09 0.09 0.29 1.59 0.05 0.10
 -------- 19:00 0.07 0.10 0.28 1.55 0.05 0.10
 15.12.12 20:00 0.08 0.10 0.28 1.57 0.06 0.09
 -------- 21:00 0.09 0.09 0.28 1.57 0.06 0.08
 -------- 22:00 0.09 0.06 0.28 1.60 0.04 0.08
 -------- 23:00 0.06 0.07 0.29 1.61 0.04 0.08
 -------- 00:00 0.06 0.05 0.28 1.63 0.04 0.08
 16.12.12 01:00 0.05 0.10 0.21 1.55 0.01 0.06
 -------- 02:00 0.04 0.12 0.20 1.54 0.01 0.05
 -------- 03:00 0.05 0.08 0.23 1.54 0.01 0.05
 -------- 04:00 0.04 0.07 0.23 1.66 0.01 0.06
 -------- 05:00 0.06 0.04 0.26 1.83 0.04 0.07
 16.12.12 06:00 0.05 0.05 0.25 1.87 0.04 0.07
 -------- 07:00 0.06 0.03 0.28 1.86 0.08 0.07
 -------- 08:00 0.07 0.03 0.28 1.88 0.08 0.07
 -------- 09:00 0.08 0.01 0.30 1.83 0.12 0.08
 -------- 10:00 0.08 0.02 0.29 1.78 0.15 0.09
 16.12.12 11:00 0.10 0.04 0.27 1.76 0.13 0.11
 -------- 12:00 0.10 0.07 0.26 1.78 0.13 0.10
 -------- 13:00 0.09 0.12 0.22 1.67 0.08 0.09
 -------- 14:00 0.07 0.16 0.20 1.61 0.05 0.08
 -------- 15:00 0.07 0.14 0.27 1.60 0.06 0.09
 16.12.12 16:00 0.07 0.14 0.29 1.64 0.05 0.09
 -------- 17:00 0.11 0.04 0.40 1.68 0.09 0.10
 -------- 18:00 0.09 0.03 0.35 1.82 0.11 0.11
 -------- 19:00 0.09 0.03 0.35 1.82 0.10 0.10
 -------- 20:00 0.10 0.03 0.34 1.94 0.10 0.11
 16.12.12 21:00 0.09 0.02 0.40 1.97 0.22 0.11
 -------- 22:00 0.08 0.03 0.33 2.03 0.10 0.10
 -------- 23:00 0.07 0.03 0.30 1.82 0.07 0.11
