 Date Time CO H2S NO2 CHX NO
 28.10.12 12:00 0.04 0.12 0.12 1.66 0.03
 -------- 13:00 0.03 0.12 0.11 1.54 0.02
 -------- 14:00 0.04 0.12 0.11 1.54 0.03
 -------- 15:00 0.03 0.12 0.10 1.48 0.02
 -------- 16:00 0.04 0.17 0.11 1.52 0.03
 28.10.12 17:00 0.04 0.12 0.12 1.48 0.03
 -------- 18:00 0.05 0.12 0.13 1.51 0.05
 -------- 19:00 0.08 0.12 0.13 1.61 0.05
 -------- 20:00 0.13 0.12 0.13 1.57 0.05
 -------- 21:00 0.15 0.17 0.13 1.53 0.06
 28.10.12 22:00 0.21 0.33 0.13 1.99 0.14
 -------- 23:00 0.31 0.29 0.14 3.16 0.23
 -------- 00:00 0.37 0.33 0.16 5.73 0.36
 -------- 01:00 0.23 0.21 0.16 2.38 0.26
 -------- 02:00 0.15 0.21 0.13 1.77 0.13
 29.10.12 03:00 0.09 0.12 0.11 1.47 0.07
 -------- 04:00 0.08 0.25 0.10 1.43 0.06
 -------- 05:00 0.08 0.25 0.10 1.39 0.06
 -------- 06:00 0.11 0.25 0.12 1.38 0.10
 -------- 07:00 0.09 0.25 0.12 1.37 0.09
 29.10.12 08:00 0.09 0.12 0.12 1.39 0.10
 -------- 09:00 0.09 0.12 0.14 1.38 0.11
 -------- 10:00 0.09 0.12 0.15 1.38 0.12
 -------- 11:00 0.07 0.12 0.17 1.37 0.11
 -------- 12:00 0.09 0.12 0.17 1.38 0.11
 29.10.12 13:00 0.09 0.17 0.17 1.40 0.11
 -------- 14:00 0.09 0.25 0.18 1.40 0.12
 -------- 15:00 0.09 0.17 0.18 1.41 0.12
 -------- 16:00 0.07 ---- 0.15 1.38 0.08
 -------- 17:00 0.07 0.12 0.15 1.35 0.08
 29.10.12 18:00 0.11 0.12 0.15 1.40 0.08
 -------- 19:00 0.09 0.19 0.17 1.40 0.11
 -------- 20:00 0.08 ---- 0.13 1.35 0.05
 -------- 21:00 0.06 0.12 0.13 1.33 0.04
 -------- 22:00 0.06 0.12 0.10 1.32 0.03
 29.10.12 23:00 0.07 0.17 0.12 1.63 0.05
 -------- 00:00 0.08 0.25 0.14 2.78 0.07
 -------- 01:00 0.09 0.19 0.15 1.62 0.08
 -------- 02:00 0.07 ---- 0.11 1.45 0.06
 -------- 03:00 0.05 0.12 0.10 1.38 0.04
 30.10.12 04:00 0.04 0.12 0.11 1.37 0.04
 -------- 05:00 0.05 0.12 0.13 1.39 0.05
 -------- 06:00 0.07 0.12 0.14 1.58 0.04
 -------- 07:00 0.07 0.12 0.15 1.62 0.07
 -------- 08:00 0.06 0.17 0.14 1.54 0.05
 30.10.12 09:00 0.07 0.12 0.15 1.51 0.07
 -------- 10:00 0.08 0.29 0.15 1.55 0.10
 -------- 11:00 0.06 0.21 0.14 1.51 0.08
