 Date Time CO NO2 CHX NO
 02.12.12 00:00 0.23 0.10 2.13 0.25
 -------- 01:00 0.28 0.11 2.34 0.36
 -------- 02:00 0.26 0.11 2.47 0.33
 -------- 03:00 0.22 0.10 2.18 0.27
 -------- 04:00 0.17 0.10 1.88 0.24
 02.12.12 05:00 0.13 0.09 1.69 0.16
 -------- 06:00 0.11 0.09 1.64 0.16
 -------- 07:00 0.10 0.08 1.62 0.14
 -------- 08:00 0.11 0.08 1.68 0.16
 -------- 09:00 0.13 0.10 1.68 0.17
 02.12.12 10:00 0.14 0.10 1.74 0.18
 -------- 11:00 0.17 0.10 1.76 0.19
 -------- 12:00 0.14 0.12 1.66 0.18
 -------- 13:00 0.14 0.12 1.65 0.17
 -------- 14:00 0.13 0.11 1.66 0.14
 02.12.12 15:00 0.14 0.11 1.61 0.14
 -------- 16:00 0.16 0.13 1.65 0.19
 -------- 17:00 0.15 0.13 1.63 0.16
 -------- 18:00 0.16 0.13 1.64 0.17
 -------- 19:00 0.17 0.14 1.69 0.17
 02.12.12 20:00 0.19 0.14 1.67 0.17
 -------- 21:00 0.17 0.14 1.65 0.17
 -------- 22:00 0.13 0.13 1.68 0.12
 -------- 23:00 0.13 0.13 1.65 0.10
 -------- 00:00 0.15 0.15 1.63 0.14
 03.12.12 01:00 0.12 0.14 1.58 0.12
 -------- 02:00 0.11 0.14 1.57 0.10
 -------- 03:00 0.10 0.15 1.63 0.08
 -------- 04:00 0.09 0.14 1.61 0.05
 -------- 05:00 0.07 0.13 1.55 0.03
 03.12.12 06:00 0.10 0.13 1.61 0.07
 -------- 07:00 0.08 0.13 1.67 0.07
 -------- 08:00 0.09 0.14 1.77 0.07
 -------- 09:00 0.09 0.13 2.03 0.06
 -------- 10:00 0.09 0.13 1.98 0.05
 03.12.12 11:00 0.08 0.13 1.93 0.07
 -------- 12:00 0.08 0.13 1.74 0.07
 -------- 13:00 0.08 0.13 1.74 0.05
 -------- 14:00 0.07 0.12 1.65 0.04
 -------- 15:00 0.07 0.13 2.85 0.05
 03.12.12 16:00 0.08 0.13 2.81 0.05
 -------- 17:00 0.08 0.12 1.77 0.05
 -------- 18:00 0.08 0.12 1.68 0.03
 -------- 19:00 0.08 0.11 1.69 0.02
 -------- 20:00 0.11 0.12 1.74 0.04
 03.12.12 21:00 0.10 0.12 1.71 0.04
 -------- 22:00 0.12 0.14 1.75 0.09
 -------- 23:00 0.12 0.13 1.72 0.08
