 Date Time CO H2S NO2 CHX NO
 06.02.13 00:00 0.09 ---- 0.17 1.65 0.08
 -------- 01:00 0.07 ---- 0.17 1.59 0.06
 -------- 02:00 0.07 ---- 0.16 1.55 0.06
 -------- 03:00 0.04 ---- 0.15 1.51 0.04
 -------- 04:00 0.05 ---- 0.16 1.53 0.05
 06.02.13 05:00 0.06 ---- 0.15 1.55 0.05
 -------- 06:00 0.08 ---- 0.18 1.65 0.07
 -------- 07:00 0.09 ---- 0.19 1.65 0.09
 -------- 08:00 0.13 ---- 0.20 1.84 0.11
 -------- 09:00 0.12 ---- 0.19 1.88 0.10
 06.02.13 10:00 0.10 ---- 0.19 1.82 0.09
 -------- 11:00 0.12 ---- 0.19 1.90 0.10
 -------- 12:00 0.11 ---- 0.20 1.80 0.11
 -------- 13:00 0.11 ---- 0.20 1.85 0.10
 -------- 14:00 0.10 ---- 0.20 3.20 0.10
 06.02.13 15:00 0.08 ---- 0.17 5.98 0.04
 -------- 16:00 0.06 ---- 0.17 2.34 0.04
 -------- 17:00 0.11 ---- 0.21 2.11 0.08
 -------- 18:00 0.17 ---- 0.22 2.36 0.13
 -------- 19:00 0.13 ---- 0.19 2.16 0.10
 06.02.13 20:00 0.13 ---- 0.19 2.07 0.09
 -------- 21:00 0.11 ---- 0.18 1.96 0.08
 -------- 22:00 0.14 ---- 0.18 1.88 0.10
 -------- 23:00 0.13 ---- 0.18 1.89 0.09
 -------- 00:00 0.13 ---- 0.17 1.86 0.08
 07.02.13 01:00 0.08 ---- 0.16 1.82 0.06
 -------- 02:00 0.06 ---- 0.14 1.63 0.04
 -------- 03:00 0.05 ---- 0.12 1.63 0.03
 -------- 04:00 0.04 ---- 0.10 1.57 0.02
 -------- 05:00 0.04 ---- 0.09 1.55 0.01
 07.02.13 06:00 0.05 ---- 0.10 1.71 0.02
 -------- 07:00 0.05 ---- 0.09 1.63 0.02
 -------- 08:00 0.10 ---- 0.11 1.79 0.03
 -------- 09:00 0.10 ---- 0.12 1.96 0.03
 -------- 10:00 0.09 ---- 0.11 1.77 0.03
 07.02.13 11:00 0.09 ---- 0.12 1.75 0.03
 -------- 12:00 0.09 ---- 0.13 1.82 0.05
 -------- 13:00 0.11 ---- 0.13 2.02 0.06
 -------- 14:00 0.11 ---- 0.15 4.35 0.07
 -------- 15:00 0.09 ---- 0.13 3.30 0.05
 07.02.13 16:00 0.09 ---- 0.11 1.89 0.03
 -------- 17:00 0.07 ---- 0.10 1.71 0.02
 -------- 18:00 0.09 ---- 0.10 1.78 0.03
 -------- 19:00 0.07 ---- 0.11 1.83 0.03
 -------- 20:00 0.06 ---- 0.09 1.67 0.02
 07.02.13 21:00 0.07 ---- 0.09 1.79 0.02
 -------- 22:00 0.06 ---- 0.09 1.75 0.02
 -------- 23:00 0.05 ---- 0.07 1.72 0.01
 -------- 00:00 0.04 ---- 0.07 1.68 0.01
