 Date Time CO H2S NO2 CHX NO
 13.04.13 00:00 0.26 0.19 0.34 10.68 0.07
 -------- 01:00 0.37 0.46 0.39 17.40 0.22
 -------- 02:00 0.39 0.46 0.37 3.86 0.31
 -------- 03:00 0.29 0.42 0.30 2.67 0.20
 -------- 04:00 0.16 0.33 0.28 2.30 0.07
 13.04.13 05:00 0.29 0.42 0.34 2.56 0.29
 -------- 06:00 0.22 0.38 0.32 2.20 0.20
 -------- 07:00 0.16 0.38 0.31 2.17 0.12
 -------- 08:00 0.13 0.38 0.26 2.14 0.07
 -------- 09:00 0.09 0.29 0.23 2.01 0.05
 13.04.13 10:00 0.08 0.25 0.21 1.95 0.04
 -------- 11:00 0.08 0.25 0.20 1.93 0.04
 -------- 12:00 0.07 0.25 0.20 1.94 0.04
 -------- 13:00 0.06 0.25 0.17 1.84 0.03
 -------- 14:00 0.07 0.25 0.19 1.95 0.03
 13.04.13 15:00 0.08 0.21 0.17 1.81 0.02
 -------- 16:00 0.06 0.25 0.17 6.17 0.02
 -------- 17:00 0.05 0.25 0.20 2.76 0.02
 -------- 18:00 0.06 0.25 0.17 2.02 0.02
 -------- 19:00 0.04 0.17 0.18 1.96 0.02
 13.04.13 20:00 0.04 0.17 0.18 1.95 0.02
 -------- 21:00 0.06 0.25 0.25 1.86 0.02
 -------- 22:00 0.05 0.25 0.14 1.80 0.01
 -------- 23:00 0.04 0.25 0.13 1.67 0.01
 -------- 00:00 0.06 0.17 0.13 1.89 0.01
 14.04.13 01:00 0.07 0.25 0.07 1.99 0.01
 -------- 02:00 0.04 0.25 0.05 5.01 0.00
 -------- 03:00 0.03 0.21 0.11 2.45 0.01
 -------- 04:00 0.02 0.12 0.13 1.68 0.01
 -------- 05:00 0.02 0.17 0.13 1.57 0.02
 14.04.13 06:00 0.02 0.17 0.11 1.56 0.01
 -------- 07:00 0.03 0.12 0.09 1.60 0.01
 -------- 08:00 0.04 0.21 0.06 1.73 0.01
 -------- 09:00 0.04 0.12 0.04 1.65 0.00
 -------- 10:00 0.05 0.12 0.03 1.87 0.00
 14.04.13 11:00 0.05 0.12 0.02 1.86 0.00
 -------- 12:00 0.05 0.12 0.01 1.86 ----
 -------- 13:00 0.05 0.12 0.01 1.94 ----
 -------- 14:00 0.05 0.12 ---- 1.92 ----
 -------- 15:00 0.05 0.12 0.01 2.01 ----
 14.04.13 16:00 0.06 0.12 0.01 1.89 ----
 -------- 17:00 0.05 0.12 ---- 2.06 ----
 -------- 18:00 0.05 0.12 ---- 7.38 0.00
 -------- 19:00 0.08 0.12 ---- 2.32 ----
 -------- 20:00 0.14 0.33 ---- 2.02 ----
 14.04.13 21:00 0.17 0.46 ---- 2.57 ----
 -------- 22:00 0.19 0.29 ---- 2.53 ----
 -------- 23:00 0.18 0.25 ---- 2.10 ----
