 Date Time CO H2S NO2 CHX NO
 15.04.13 12:00 0.20 0.25 ---- 2.25 ----
 -------- 13:00 0.16 0.25 ---- 1.79 ----
 -------- 14:00 0.15 0.21 ---- 2.71 ----
 -------- 15:00 0.15 0.29 ---- 8.02 ----
 -------- 16:00 0.14 0.25 ---- 2.36 ----
 15.04.13 17:00 0.14 0.21 ---- 2.16 ----
 -------- 18:00 0.15 0.25 ---- 1.93 ----
 -------- 19:00 0.12 0.25 ---- 1.96 ----
 -------- 20:00 0.10 0.25 ---- 1.93 ----
 -------- 21:00 0.12 0.29 ---- 2.16 ----
 15.04.13 22:00 0.27 0.38 ---- 2.69 ----
 -------- 23:00 0.36 0.50 ---- 2.70 ----
 -------- 00:00 0.40 0.33 ---- 2.62 ----
 -------- 01:00 0.23 0.12 ---- 2.27 ----
 -------- 02:00 0.47 0.25 ---- 3.70 ----
 16.04.13 03:00 0.37 0.12 ---- 3.04 ----
 -------- 04:00 0.27 0.12 ---- 2.73 ----
 -------- 05:00 0.39 0.21 ---- 3.92 ----
 -------- 06:00 0.48 0.38 ---- 5.67 ----
 -------- 07:00 0.60 0.50 ---- 6.81 ----
 16.04.13 08:00 0.36 0.33 ---- 3.17 ----
 -------- 09:00 0.20 0.21 ---- 2.45 ----
 -------- 10:00 0.12 0.42 ---- 2.23 ----
 -------- 11:00 0.09 0.25 ---- 1.98 ----
 -------- 12:00 0.12 0.29 ---- 1.89 ----
 16.04.13 13:00 0.07 0.25 ---- 1.75 ----
 -------- 14:00 0.05 0.25 ---- 1.69 ----
 -------- 15:00 0.05 0.25 ---- 1.66 ----
 -------- 16:00 0.04 0.21 ---- 1.89 ----
 -------- 17:00 0.05 0.25 ---- 1.62 ----
 16.04.13 18:00 0.06 0.25 ---- 1.63 ----
 -------- 19:00 0.09 0.25 ---- 1.61 ----
 -------- 20:00 0.11 0.25 ---- 1.62 ----
 -------- 21:00 0.11 0.29 ---- 1.63 ----
 -------- 22:00 0.13 0.25 ---- 1.65 ----
 16.04.13 23:00 0.23 0.33 ---- 1.93 ----
 -------- 00:00 0.29 0.54 ---- 2.14 ----
 -------- 01:00 0.35 0.46 ---- 2.10 ----
 -------- 02:00 0.53 0.67 ---- 2.52 ----
 -------- 03:00 0.51 2.21 ---- 4.27 ----
 17.04.13 04:00 0.45 2.17 ---- 23.18 ----
 -------- 05:00 0.69 1.67 ---- 10.23 ----
 -------- 06:00 0.72 1.21 ---- 8.57 ----
 -------- 07:00 0.69 1.12 ---- 4.57 ----
 -------- 08:00 0.43 0.87 ---- 3.86 ----
 17.04.13 09:00 0.26 0.67 ---- 2.81 ----
 -------- 10:00 0.23 0.75 ---- 2.65 ----
 -------- 11:00 0.12 0.62 ---- 2.06 ----
