 Date Time CO H2S NO2 CHX NO
 07.01.13 00:00 0.06 ---- 0.08 1.50 0.02
 -------- 01:00 0.05 ---- 0.07 1.50 0.01
 -------- 02:00 0.06 ---- 0.07 1.50 0.02
 -------- 03:00 0.05 ---- 0.07 1.51 0.02
 -------- 04:00 0.04 ---- 0.08 1.48 0.02
 07.01.13 05:00 0.04 ---- 0.09 1.47 0.02
 -------- 06:00 0.05 ---- 0.10 1.49 0.04
 -------- 07:00 0.04 ---- 0.12 1.54 0.06
 -------- 08:00 ---- ---- 0.11 1.55 0.05
 -------- 09:00 0.02 ---- 0.11 1.54 0.06
 07.01.13 10:00 0.02 ---- 0.11 1.52 0.05
 -------- 11:00 0.02 ---- 0.11 1.65 0.05
 -------- 12:00 0.02 ---- 0.10 1.58 0.06
 -------- 13:00 0.02 ---- 0.09 1.53 0.04
 -------- 14:00 0.02 ---- 0.09 1.51 0.03
 07.01.13 15:00 0.02 ---- 0.10 1.52 0.04
 -------- 16:00 0.02 ---- 0.10 1.52 0.04
 -------- 17:00 0.02 ---- 0.10 1.55 0.06
 -------- 18:00 0.02 ---- 0.09 1.54 0.04
 -------- 19:00 0.04 ---- 0.09 1.52 0.02
 07.01.13 20:00 0.07 ---- 0.10 1.54 0.05
 -------- 21:00 0.06 ---- 0.09 1.53 0.04
 -------- 22:00 0.07 ---- 0.10 1.55 0.05
 -------- 23:00 0.09 ---- 0.12 1.56 0.08
 -------- 00:00 0.09 ---- 0.12 1.57 0.07
 08.01.13 01:00 0.07 ---- 0.11 1.54 0.05
 -------- 02:00 0.08 ---- 0.11 1.56 0.05
 -------- 03:00 0.06 ---- 0.11 1.55 0.04
 -------- 04:00 0.06 ---- 0.12 1.54 0.06
 -------- 05:00 0.07 ---- 0.12 1.55 0.06
 08.01.13 06:00 0.06 ---- 0.11 1.55 0.06
 -------- 07:00 0.05 ---- 0.12 1.57 0.08
 -------- 08:00 0.07 ---- 0.13 1.61 0.10
 -------- 09:00 0.07 ---- 0.13 1.63 0.12
 -------- 10:00 0.08 ---- 0.13 1.73 0.13
 08.01.13 11:00 0.07 ---- 0.13 1.75 0.12
 -------- 12:00 0.09 ---- 0.13 1.76 0.16
 -------- 13:00 0.11 ---- 0.15 1.77 0.20
 -------- 14:00 0.10 ---- 0.14 1.73 0.16
 -------- 15:00 0.09 ---- 0.14 1.71 0.13
 08.01.13 16:00 0.08 ---- 0.13 1.74 0.12
 -------- 17:00 0.07 ---- 0.13 1.65 0.09
 -------- 18:00 0.05 ---- 0.12 1.59 0.05
 -------- 19:00 0.06 ---- 0.11 1.59 0.02
 -------- 20:00 0.08 ---- 0.12 1.58 0.04
 08.01.13 21:00 0.07 ---- 0.11 1.64 0.04
 -------- 22:00 0.06 ---- 0.10 1.57 0.02
 -------- 23:00 0.06 ---- 0.11 1.57 0.03
 -------- 00:00 0.06 ---- ---- 1.57 ----
