 Date Time CO H2S NO2 CHX NO
 18.03.13 12:00 0.12 0.12 0.23 1.68 0.11
 -------- 13:00 0.10 0.12 0.20 1.59 0.06
 -------- 14:00 0.09 0.12 0.20 1.62 0.06
 -------- 15:00 0.09 0.12 0.19 1.61 0.05
 -------- 16:00 0.08 0.17 0.16 1.54 0.03
 18.03.13 17:00 0.08 0.17 0.17 1.53 0.04
 -------- 18:00 0.08 0.17 0.16 1.53 0.03
 -------- 19:00 0.05 ---- 0.15 1.53 0.03
 -------- 20:00 0.04 ---- 0.16 1.53 0.02
 -------- 21:00 0.03 ---- 0.13 1.51 0.02
 18.03.13 22:00 0.03 ---- 0.13 1.53 0.02
 -------- 23:00 0.03 ---- 0.15 1.52 0.02
 -------- 00:00 0.02 0.12 0.14 1.52 0.01
 -------- 01:00 0.02 0.25 0.15 1.52 0.02
 -------- 02:00 0.02 0.25 0.14 1.55 0.02
 19.03.13 03:00 0.02 0.25 0.12 1.52 0.02
 -------- 04:00 0.02 0.25 0.15 1.52 0.03
 -------- 05:00 0.02 0.25 0.17 1.52 0.03
 -------- 06:00 0.02 0.25 0.15 1.50 0.02
 -------- 07:00 0.05 0.25 0.15 1.50 0.03
 19.03.13 08:00 0.07 0.25 0.16 1.51 0.03
 -------- 09:00 0.07 0.25 0.19 1.53 0.04
 -------- 10:00 0.06 0.25 0.17 1.51 0.04
 -------- 11:00 0.07 0.25 0.17 1.51 0.04
 -------- 12:00 0.06 0.25 0.15 1.51 0.03
 19.03.13 13:00 0.07 0.25 0.17 1.52 0.04
 -------- 14:00 0.09 0.29 0.22 1.55 0.08
 -------- 15:00 0.09 0.38 0.24 1.56 0.11
 -------- 16:00 0.06 0.33 0.16 1.52 0.03
 -------- 17:00 0.09 0.38 0.22 1.56 0.07
 19.03.13 18:00 0.13 0.38 0.22 1.62 0.07
 -------- 19:00 0.11 0.38 0.21 1.57 0.05
 -------- 20:00 0.11 0.33 0.24 1.58 0.06
 -------- 21:00 0.09 0.29 0.20 1.55 0.04
 -------- 22:00 0.09 0.25 0.19 1.55 0.01
 19.03.13 23:00 0.09 0.25 0.22 1.58 0.04
 -------- 00:00 0.10 0.17 0.21 1.57 0.05
 -------- 01:00 0.08 0.12 0.17 1.54 0.02
 -------- 02:00 0.08 0.12 0.20 1.55 0.03
 -------- 03:00 0.07 0.12 0.19 1.54 0.02
 20.03.13 04:00 0.07 0.12 0.19 1.55 0.01
 -------- 05:00 0.08 0.12 0.24 1.56 0.04
 -------- 06:00 0.09 0.12 0.26 1.66 0.07
 -------- 07:00 0.08 0.12 0.26 1.62 0.07
 -------- 08:00 0.09 0.12 0.25 1.68 0.09
 20.03.13 09:00 0.13 0.12 0.27 2.00 0.15
 -------- 10:00 0.11 0.12 0.27 1.98 0.16
 -------- 11:00 0.09 0.21 0.26 1.75 0.13
