 Date Time CO H2S NO2 CHX NO
 04.03.13 12:00 0.09 0.12 0.18 1.71 0.05
 -------- 13:00 0.07 0.12 0.15 1.56 0.03
 -------- 14:00 0.07 0.12 0.14 1.55 0.03
 -------- 15:00 0.04 0.12 0.11 1.54 0.02
 -------- 16:00 0.05 0.12 0.12 1.51 0.02
 04.03.13 17:00 0.06 0.21 0.13 1.50 0.02
 -------- 18:00 0.10 0.25 0.14 1.54 0.02
 -------- 19:00 0.07 0.21 0.14 1.51 0.02
 -------- 20:00 0.07 0.12 0.16 1.53 0.02
 -------- 21:00 0.07 0.12 0.15 1.53 0.02
 04.03.13 22:00 0.07 ---- 0.15 1.53 0.01
 -------- 23:00 0.09 0.12 0.17 1.56 0.03
 -------- 00:00 0.08 0.12 0.18 1.56 0.03
 -------- 01:00 0.06 0.17 0.15 1.54 0.01
 -------- 02:00 0.05 0.12 0.14 1.53 0.02
 05.03.13 03:00 0.07 0.17 0.22 1.59 0.06
 -------- 04:00 0.06 0.17 0.23 1.57 0.07
 -------- 05:00 0.07 0.21 0.25 1.62 0.12
 -------- 06:00 0.10 0.25 0.26 1.66 0.17
 -------- 07:00 0.11 0.25 0.26 1.66 0.15
 05.03.13 08:00 0.15 0.25 0.26 1.75 0.16
 -------- 09:00 0.19 0.33 0.29 1.95 0.24
 -------- 10:00 0.20 0.38 0.31 1.99 0.29
 -------- 11:00 0.15 0.25 0.26 1.80 0.14
 -------- 12:00 0.14 0.17 0.27 1.74 0.15
 05.03.13 13:00 0.13 0.12 0.26 1.75 0.14
 -------- 14:00 0.15 0.12 0.27 2.39 0.14
 -------- 15:00 0.13 0.17 0.28 2.36 0.13
 -------- 16:00 0.14 0.25 0.30 1.81 0.17
 -------- 17:00 0.15 0.25 0.29 1.74 0.15
 05.03.13 18:00 0.19 0.29 0.28 1.75 0.14
 -------- 19:00 0.12 0.25 0.28 1.70 0.13
 -------- 20:00 0.10 0.79 0.28 1.79 0.11
 -------- 21:00 0.24 0.62 0.30 2.29 0.28
 -------- 22:00 0.31 0.42 0.34 2.57 0.41
 05.03.13 23:00 0.27 0.38 0.32 2.78 0.37
 -------- 00:00 0.17 0.29 0.30 2.45 0.24
 -------- 01:00 0.25 0.38 0.33 2.69 0.40
 -------- 02:00 0.15 0.38 0.30 2.41 0.25
 -------- 03:00 0.13 0.38 0.29 2.16 0.22
 06.03.13 04:00 0.08 0.25 0.27 1.96 0.12
 -------- 05:00 0.07 0.25 0.26 1.84 0.07
 -------- 06:00 0.06 0.25 0.25 1.95 0.05
 -------- 07:00 0.08 0.38 0.24 4.88 0.05
 -------- 08:00 0.11 0.38 0.24 2.09 0.06
 06.03.13 09:00 0.11 0.33 0.24 1.92 0.07
 -------- 10:00 0.11 0.29 0.23 1.88 0.07
 -------- 11:00 0.11 0.25 0.21 1.90 0.06
