 Date Time CO H2S NO2 CHX NO
 13.01.13 12:00 0.10 ---- 0.14 1.75 0.12
 -------- 13:00 0.11 ---- 0.14 1.73 0.12
 -------- 14:00 0.11 ---- 0.16 1.73 0.12
 -------- 15:00 0.11 ---- 0.16 1.70 0.12
 -------- 16:00 0.10 ---- 0.17 1.65 0.11
 13.01.13 17:00 0.11 ---- 0.17 1.66 0.13
 -------- 18:00 0.10 ---- 0.17 1.65 0.10
 -------- 19:00 0.11 ---- 0.18 1.66 0.13
 -------- 20:00 0.11 ---- 0.17 1.65 0.11
 -------- 21:00 0.10 ---- 0.16 1.65 0.11
 13.01.13 22:00 0.11 ---- 0.16 1.66 0.13
 -------- 23:00 0.13 ---- 0.16 1.67 0.13
 -------- 00:00 0.10 ---- 0.17 1.64 0.13
 -------- 01:00 0.08 ---- 0.16 1.59 0.08
 -------- 02:00 0.07 ---- 0.15 1.57 0.06
 14.01.13 03:00 0.06 ---- 0.14 1.56 0.05
 -------- 04:00 0.06 ---- 0.15 1.56 0.05
 -------- 05:00 0.06 ---- 0.15 1.55 0.06
 -------- 06:00 0.08 ---- 0.15 1.57 0.09
 -------- 07:00 0.07 ---- 0.15 1.60 0.08
 14.01.13 08:00 0.09 ---- 0.16 1.66 0.11
 -------- 09:00 0.11 ---- 0.18 1.73 0.17
 -------- 10:00 0.10 ---- 0.19 1.69 0.17
 -------- 11:00 0.11 ---- 0.19 1.74 0.17
 -------- 12:00 0.13 ---- 0.20 1.74 0.18
 14.01.13 13:00 0.11 ---- 0.20 1.64 0.19
 -------- 14:00 0.10 ---- 0.20 1.62 0.17
 -------- 15:00 0.11 ---- 0.20 1.69 0.18
 -------- 16:00 0.10 ---- 0.19 1.63 0.13
 -------- 17:00 0.09 ---- 0.20 1.60 0.09
 14.01.13 18:00 0.10 ---- 0.19 1.60 0.09
 -------- 19:00 0.08 ---- 0.18 1.56 0.05
 -------- 20:00 0.08 ---- 0.16 1.53 0.04
 -------- 21:00 0.08 ---- 0.15 1.50 0.03
 -------- 22:00 0.08 ---- 0.13 1.51 0.03
 14.01.13 23:00 0.09 ---- 0.15 1.53 0.04
 -------- 00:00 0.08 ---- 0.14 1.52 0.03
 -------- 01:00 0.08 ---- 0.13 1.50 0.02
 -------- 02:00 0.06 ---- 0.12 1.50 0.01
 -------- 03:00 0.06 ---- 0.11 1.48 0.01
 15.01.13 04:00 0.06 ---- 0.09 1.45 0.01
 -------- 05:00 0.06 ---- 0.10 1.44 0.01
 -------- 06:00 0.06 ---- 0.14 1.49 0.03
 -------- 07:00 0.07 ---- 0.15 1.50 0.04
 -------- 08:00 0.09 ---- 0.17 1.53 0.05
 15.01.13 09:00 0.11 ---- 0.19 1.58 0.07
 -------- 10:00 0.10 ---- 0.19 1.55 0.06
 -------- 11:00 0.11 ---- 0.19 1.56 0.09
 -------- 12:00 0.12 ---- 0.19 1.58 0.11
