 Date Time CO H2S NO2 CHX NO
 04.12.12 12:00 0.09 ---- 0.10 2.72 0.08
 -------- 13:00 0.09 ---- 0.10 2.65 0.08
 -------- 14:00 0.08 ---- 0.09 1.93 0.04
 -------- 15:00 0.10 ---- 0.09 2.00 0.06
 -------- 16:00 0.13 ---- 0.09 2.14 0.11
 04.12.12 17:00 0.16 ---- 0.09 2.16 0.19
 -------- 18:00 0.11 ---- 0.10 1.73 0.13
 -------- 19:00 0.09 ---- 0.10 1.64 0.06
 -------- 20:00 0.09 ---- 0.10 1.58 0.05
 -------- 21:00 0.08 ---- 0.08 1.51 0.03
 04.12.12 22:00 0.08 ---- 0.09 1.51 0.03
 -------- 23:00 0.07 ---- 0.09 1.50 0.03
 -------- 00:00 0.06 ---- 0.08 1.48 0.02
 -------- 01:00 0.06 ---- 0.07 1.48 0.02
 -------- 02:00 0.06 ---- 0.08 1.52 0.02
 05.12.12 03:00 0.06 ---- 0.10 1.50 0.02
 -------- 04:00 0.06 ---- 0.08 1.50 0.02
 -------- 05:00 0.06 ---- 0.09 1.48 0.03
 -------- 06:00 0.07 ---- 0.12 1.48 0.04
 -------- 07:00 0.07 ---- 0.13 1.48 0.05
 05.12.12 08:00 0.08 ---- 0.14 1.51 0.05
 -------- 09:00 0.10 ---- 0.18 1.58 0.09
 -------- 10:00 0.10 ---- 0.19 1.59 0.11
 -------- 11:00 0.09 ---- 0.16 1.53 0.07
 -------- 12:00 0.10 ---- 0.17 1.56 0.09
 05.12.12 13:00 0.09 ---- 0.17 1.56 0.09
 -------- 14:00 0.10 ---- 0.20 1.56 0.14
 -------- 15:00 0.13 ---- 0.20 1.75 0.15
 -------- 16:00 0.17 ---- 0.21 4.00 0.22
 -------- 17:00 0.18 ---- 0.22 2.01 0.24
 05.12.12 18:00 0.29 ---- 0.24 2.39 0.32
 -------- 19:00 0.21 ---- 0.23 2.10 0.26
 -------- 20:00 0.19 ---- 0.22 2.06 0.25
 -------- 21:00 0.24 ---- 0.24 2.15 0.33
 -------- 22:00 0.19 ---- 0.21 2.06 0.22
 05.12.12 23:00 0.16 ---- 0.20 2.14 0.21
 -------- 00:00 0.11 ---- 0.19 1.93 0.14
 -------- 01:00 0.07 ---- 0.22 1.73 0.15
 -------- 02:00 0.06 ---- 0.17 1.68 0.05
 -------- 03:00 0.04 ---- 0.14 1.59 0.02
 06.12.12 04:00 0.04 ---- 0.11 1.67 0.01
 -------- 05:00 0.04 ---- 0.09 1.57 0.00
 -------- 06:00 0.04 ---- 0.10 1.67 0.01
 -------- 07:00 0.04 ---- 0.10 1.69 0.01
 -------- 08:00 0.05 ---- 0.10 1.81 0.01
 06.12.12 09:00 0.05 ---- 0.12 1.91 0.02
 -------- 10:00 0.07 ---- 0.12 1.84 0.03
 -------- 11:00 0.06 ---- 0.11 1.82 0.03
