 Date Time CO H2S NO2 CHX NO
 03.01.13 00:00 0.09 ---- 0.15 1.60 0.04
 -------- 01:00 0.11 ---- 0.16 1.63 0.05
 -------- 02:00 0.09 ---- 0.14 3.15 0.04
 -------- 03:00 0.08 ---- 0.15 3.83 0.04
 -------- 04:00 0.08 ---- 0.14 1.69 0.03
 03.01.13 05:00 0.08 ---- 0.12 1.60 0.02
 -------- 06:00 0.08 ---- 0.13 1.58 0.03
 -------- 07:00 0.07 ---- 0.14 1.64 0.04
 -------- 08:00 0.07 ---- 0.14 1.64 0.04
 -------- 09:00 0.07 ---- 0.16 1.70 0.06
 03.01.13 10:00 0.07 ---- 0.17 1.71 0.07
 -------- 11:00 0.08 ---- 0.17 1.67 0.07
 -------- 12:00 0.09 ---- 0.18 1.71 0.10
 -------- 13:00 0.11 ---- 0.19 1.70 0.12
 -------- 14:00 0.11 ---- 0.18 1.70 0.11
 03.01.13 15:00 0.10 ---- 0.18 1.74 0.09
 -------- 16:00 0.08 ---- 0.16 1.74 0.06
 -------- 17:00 0.07 ---- 0.15 1.65 0.05
 -------- 18:00 0.07 ---- 0.14 1.62 0.06
 -------- 19:00 0.10 ---- 0.15 1.65 0.07
 03.01.13 20:00 0.20 ---- 0.17 1.94 0.11
 -------- 21:00 0.18 ---- 0.15 1.67 0.09
 -------- 22:00 0.17 ---- 0.14 1.66 0.09
 -------- 23:00 0.16 ---- 0.14 1.77 0.08
 -------- 00:00 0.16 ---- 0.14 8.09 0.09
 04.01.13 01:00 0.15 ---- 0.13 2.02 0.08
 -------- 02:00 0.14 ---- 0.13 1.69 0.08
 -------- 03:00 0.13 ---- 0.12 1.60 0.06
 -------- 04:00 0.11 ---- 0.11 1.68 0.03
 -------- 05:00 0.11 ---- 0.12 1.65 0.04
 04.01.13 06:00 0.11 ---- 0.13 1.66 0.04
 -------- 07:00 0.09 ---- 0.13 1.61 0.04
 -------- 08:00 0.07 ---- 0.13 1.54 0.04
 -------- 09:00 0.11 ---- 0.14 1.61 0.10
 -------- 10:00 0.16 ---- 0.17 2.07 0.19
 04.01.13 11:00 0.15 ---- 0.15 1.95 0.19
 -------- 12:00 0.11 ---- 0.16 1.82 0.14
 -------- 13:00 0.11 ---- 0.15 1.68 0.12
 -------- 14:00 0.13 ---- 0.16 1.61 0.13
 -------- 15:00 0.14 ---- 0.17 1.64 0.16
 04.01.13 16:00 0.15 ---- 0.17 1.62 0.15
 -------- 17:00 0.12 ---- 0.16 1.64 0.12
 -------- 18:00 0.11 ---- 0.16 1.62 0.10
 -------- 19:00 0.13 ---- 0.17 1.74 0.14
 -------- 20:00 0.16 ---- 0.17 1.90 0.20
 04.01.13 21:00 0.17 ---- 0.17 1.91 0.21
 -------- 22:00 0.19 ---- 0.16 2.14 0.25
 -------- 23:00 0.14 ---- 0.16 1.84 0.19
