 Date Time CO H2S NO2 CHX NO
 12.02.13 12:00 0.08 ---- 0.17 1.81 0.11
 -------- 13:00 0.07 ---- 0.17 1.84 0.08
 -------- 14:00 0.07 ---- 0.17 3.64 0.07
 -------- 15:00 0.09 ---- 0.19 3.58 0.10
 -------- 16:00 0.07 ---- 0.18 1.94 0.09
 12.02.13 17:00 0.07 ---- 0.17 1.77 0.07
 -------- 18:00 0.09 ---- 0.16 1.83 0.04
 -------- 19:00 0.05 ---- 0.15 1.75 0.04
 -------- 20:00 0.07 ---- 0.15 1.76 0.05
 -------- 21:00 0.13 ---- 0.19 1.79 0.12
 12.02.13 22:00 0.10 ---- 0.18 1.75 0.09
 -------- 23:00 0.11 ---- 0.18 1.82 0.11
 -------- 00:00 0.09 ---- 0.18 1.82 0.10
 -------- 01:00 0.15 ---- 0.16 1.82 0.08
 -------- 02:00 0.05 ---- 0.14 1.73 0.04
 13.02.13 03:00 0.03 ---- 0.14 1.74 0.03
 -------- 04:00 0.02 ---- 0.14 1.79 0.03
 -------- 05:00 0.02 ---- 0.11 1.68 0.02
 -------- 06:00 0.04 ---- 0.14 1.93 0.03
 -------- 07:00 0.07 ---- 0.13 1.84 0.02
 13.02.13 08:00 0.09 ---- 0.18 2.01 0.04
 -------- 09:00 0.09 ---- 0.17 2.18 0.06
 -------- 10:00 0.11 ---- 0.17 2.32 0.07
 -------- 11:00 0.09 ---- 0.18 2.11 0.06
 -------- 12:00 0.08 ---- 0.18 2.15 0.07
 13.02.13 13:00 0.08 ---- 0.19 2.10 0.07
 -------- 14:00 0.09 ---- 0.20 2.41 0.07
 -------- 15:00 0.08 ---- 0.20 10.36 0.05
 -------- 16:00 0.09 ---- 0.20 3.93 0.05
 -------- 17:00 0.11 ---- 0.21 2.46 0.06
 13.02.13 18:00 0.15 ---- 0.23 2.63 0.09
 -------- 19:00 0.19 ---- 0.25 2.80 0.15
 -------- 20:00 0.19 ---- 0.25 2.14 0.14
 -------- 21:00 0.17 ---- 0.25 1.86 0.16
 -------- 22:00 0.15 ---- 0.24 1.77 0.14
 13.02.13 23:00 0.13 ---- 0.22 1.90 0.10
 -------- 00:00 0.13 ---- 0.21 1.88 0.10
 -------- 01:00 0.12 ---- 0.20 1.90 0.09
 -------- 02:00 0.09 ---- 0.19 1.93 0.06
 -------- 03:00 0.08 ---- 0.18 1.80 0.04
 14.02.13 04:00 0.08 ---- 0.19 1.77 0.06
 -------- 05:00 0.09 ---- 0.19 1.68 0.05
 -------- 06:00 0.11 ---- 0.20 1.70 0.10
 -------- 07:00 0.10 ---- 0.19 1.68 0.12
 -------- 08:00 0.09 ---- 0.18 1.67 0.07
 14.02.13 09:00 0.09 ---- 0.18 1.66 0.07
 -------- 10:00 0.12 ---- 0.19 1.71 0.13
 -------- 11:00 0.13 ---- 0.21 1.80 0.15
