 Date Time CO H2S NO2 CHX NO
 29.12.12 00:00 0.07 0.12 0.16 1.54 0.07
 -------- 01:00 0.06 0.25 0.15 1.52 0.06
 -------- 02:00 0.06 0.12 0.12 1.47 0.03
 -------- 03:00 0.04 0.25 0.11 1.49 0.02
 -------- 04:00 0.06 0.17 0.14 1.49 0.03
 29.12.12 05:00 0.04 0.12 0.15 1.47 0.04
 -------- 06:00 0.05 0.12 0.15 1.48 0.05
 -------- 07:00 0.05 0.12 0.15 1.50 0.04
 -------- 08:00 0.06 0.12 0.16 1.48 0.05
 -------- 09:00 0.07 0.12 0.17 1.52 0.06
 29.12.12 10:00 0.06 0.12 0.16 1.71 0.05
 -------- 11:00 0.07 0.12 0.15 1.64 0.05
 -------- 12:00 0.07 0.12 0.14 1.53 0.04
 -------- 13:00 0.07 0.12 0.16 1.50 0.05
 -------- 14:00 0.06 ---- 0.15 1.52 0.05
 29.12.12 15:00 0.06 ---- 0.15 1.49 0.04
 -------- 16:00 0.06 ---- 0.14 1.49 0.04
 -------- 17:00 0.07 ---- 0.14 1.50 0.05
 -------- 18:00 0.07 ---- 0.15 1.54 0.06
 -------- 19:00 0.05 ---- 0.15 1.53 0.05
 29.12.12 20:00 0.04 ---- 0.15 1.53 0.06
 -------- 21:00 0.05 ---- 0.13 1.51 0.05
 -------- 22:00 0.06 ---- 0.15 1.51 0.06
 -------- 23:00 0.05 ---- 0.13 1.52 0.06
 -------- 00:00 0.05 ---- 0.12 1.52 0.05
 30.12.12 01:00 0.04 ---- 0.11 1.51 0.04
 -------- 02:00 0.05 ---- 0.12 1.52 0.04
 -------- 03:00 0.04 ---- 0.12 1.52 0.04
 -------- 04:00 0.04 ---- 0.10 1.50 0.03
 -------- 05:00 0.03 ---- 0.10 1.48 0.03
 30.12.12 06:00 0.04 ---- 0.11 1.50 0.04
 -------- 07:00 0.05 ---- 0.12 1.50 0.04
 -------- 08:00 0.05 ---- 0.12 1.52 0.05
 -------- 09:00 0.07 ---- 0.13 1.54 0.07
 -------- 10:00 0.07 ---- 0.14 1.55 0.08
 30.12.12 11:00 0.06 ---- 0.14 1.56 0.07
 -------- 12:00 0.07 ---- 0.14 1.58 0.08
 -------- 13:00 0.09 ---- 0.15 1.53 0.09
 -------- 14:00 0.09 ---- 0.16 1.60 0.10
 -------- 15:00 0.09 ---- 0.17 1.66 0.12
 30.12.12 16:00 0.10 ---- 0.17 1.63 0.13
 -------- 17:00 0.09 ---- 0.17 1.62 0.13
 -------- 18:00 0.12 ---- 0.18 1.68 0.16
 -------- 19:00 0.12 ---- 0.18 1.66 0.17
 -------- 20:00 0.15 ---- 0.18 1.67 0.20
 30.12.12 21:00 0.15 ---- 0.17 1.69 0.18
 -------- 22:00 0.15 ---- 0.17 1.73 0.17
 -------- 23:00 0.19 ---- 0.17 1.90 0.23
 -------- 00:00 0.16 ---- 0.17 1.92 0.20
