 Date Time CO H2S NO2 CHX NO
 26.12.12 00:00 0.09 ---- 0.14 1.73 0.03
 -------- 01:00 0.08 ---- 0.13 2.79 0.03
 -------- 02:00 0.07 ---- 0.14 5.30 0.04
 -------- 03:00 0.06 ---- 0.12 1.94 0.02
 -------- 04:00 0.06 ---- 0.11 1.72 0.02
 26.12.12 05:00 0.07 ---- 0.12 1.70 0.02
 -------- 06:00 0.09 ---- 0.14 1.76 0.05
 -------- 07:00 0.07 ---- 0.15 1.79 0.07
 -------- 08:00 0.09 ---- 0.15 1.88 0.06
 -------- 09:00 0.11 ---- 0.16 1.92 0.09
 26.12.12 10:00 0.09 ---- 0.16 1.91 0.10
 -------- 11:00 0.10 ---- 0.16 2.10 0.09
 -------- 12:00 0.11 ---- 0.17 1.96 0.11
 -------- 13:00 0.12 ---- 0.17 1.90 0.13
 -------- 14:00 0.13 ---- 0.18 2.21 0.17
 26.12.12 15:00 0.13 ---- 0.18 3.72 0.17
 -------- 16:00 0.12 ---- 0.17 2.20 0.18
 -------- 17:00 0.13 ---- 0.16 1.95 0.16
 -------- 18:00 0.18 ---- 0.17 1.99 0.19
 -------- 19:00 0.13 ---- 0.17 1.82 0.15
 26.12.12 20:00 0.11 ---- 0.16 1.77 0.14
 -------- 21:00 0.08 ---- 0.14 1.75 0.08
 -------- 22:00 0.07 ---- 0.15 1.70 0.06
 -------- 23:00 0.06 ---- 0.14 1.67 0.06
 -------- 00:00 0.07 ---- 0.14 1.61 0.06
 27.12.12 01:00 0.06 ---- 0.14 1.59 0.05
 -------- 02:00 0.06 ---- 0.13 1.62 0.04
 -------- 03:00 0.08 ---- 0.14 1.65 0.06
 -------- 04:00 0.08 ---- 0.16 1.75 0.08
 -------- 05:00 0.08 ---- 0.15 1.79 0.08
 27.12.12 06:00 0.11 ---- 0.16 2.04 0.11
 -------- 07:00 0.11 ---- 0.17 2.10 0.13
 -------- 08:00 0.15 ---- 0.17 2.32 0.10
 -------- 09:00 0.12 ---- 0.17 2.33 0.09
 -------- 10:00 0.13 ---- 0.17 2.36 0.09
 27.12.12 11:00 0.16 ---- 0.18 2.51 0.15
 -------- 12:00 0.17 ---- 0.18 2.42 0.19
 -------- 13:00 0.23 ---- 0.19 2.51 0.20
 -------- 14:00 0.25 ---- 0.20 2.53 0.27
 -------- 15:00 0.27 ---- 0.20 3.16 0.30
 27.12.12 16:00 0.25 ---- 0.19 7.18 0.26
 -------- 17:00 0.28 ---- 0.20 3.03 0.26
 -------- 18:00 0.51 ---- 0.21 2.74 0.46
 -------- 19:00 0.41 ---- 0.21 2.39 0.44
 -------- 20:00 0.35 ---- 0.23 2.24 0.49
 27.12.12 21:00 0.25 ---- 0.19 1.95 0.33
 -------- 22:00 0.22 ---- 0.16 1.85 0.23
 -------- 23:00 0.14 ---- 0.15 1.73 0.18
