 Date Time CO H2S NO2 CHX NO
 15.02.13 12:00 0.10 ---- 0.23 2.12 0.16
 -------- 13:00 0.10 ---- 0.23 1.93 0.16
 -------- 14:00 0.09 ---- 0.24 1.91 0.13
 -------- 15:00 0.11 ---- 0.25 3.66 0.13
 -------- 16:00 0.09 ---- 0.27 2.03 0.13
 15.02.13 17:00 0.09 ---- 0.25 1.96 0.10
 -------- 18:00 0.09 ---- 0.26 1.94 0.10
 -------- 19:00 0.12 ---- 0.25 2.06 0.08
 -------- 20:00 0.15 ---- 0.26 2.21 0.10
 -------- 21:00 0.14 ---- 0.26 2.12 0.07
 15.02.13 22:00 0.15 ---- 0.26 2.22 0.07
 -------- 23:00 0.15 ---- 0.25 2.13 0.09
 -------- 00:00 0.14 ---- 0.25 2.06 0.09
 -------- 01:00 0.16 ---- 0.25 2.17 0.13
 -------- 02:00 0.17 ---- 0.24 13.86 0.16
 16.02.13 03:00 0.15 ---- 0.24 3.65 0.14
 -------- 04:00 0.14 ---- 0.23 2.81 0.13
 -------- 05:00 0.16 ---- 0.23 2.87 0.17
 -------- 06:00 0.19 ---- 0.24 3.04 0.24
 -------- 07:00 0.18 ---- 0.24 2.79 0.23
 16.02.13 08:00 0.18 ---- 0.23 2.94 0.22
 -------- 09:00 0.28 ---- 0.27 3.18 0.40
 -------- 10:00 0.23 ---- 0.26 2.98 0.32
 -------- 11:00 0.19 ---- 0.25 2.59 0.18
 -------- 12:00 0.15 ---- 0.24 2.24 0.18
 16.02.13 13:00 0.17 ---- 0.26 2.35 0.24
 -------- 14:00 0.17 ---- 0.26 2.17 0.21
 -------- 15:00 0.15 ---- 0.24 1.98 0.18
 -------- 16:00 0.13 ---- 0.25 1.85 0.18
 -------- 17:00 0.12 ---- 0.24 1.82 0.14
 16.02.13 18:00 0.09 ---- 0.21 1.70 0.07
 -------- 19:00 0.09 ---- 0.19 1.65 0.04
 -------- 20:00 0.09 ---- 0.17 1.59 0.02
 -------- 21:00 0.10 ---- 0.17 1.61 0.02
 -------- 22:00 0.08 ---- 0.14 1.58 0.01
 16.02.13 23:00 0.07 ---- 0.12 1.57 0.01
 -------- 00:00 0.09 ---- 0.12 1.57 0.02
 -------- 01:00 0.09 ---- 0.11 1.57 0.02
 -------- 02:00 0.10 ---- 0.12 1.61 0.02
 -------- 03:00 0.09 ---- 0.14 1.63 0.03
 17.02.13 04:00 0.10 ---- 0.17 1.68 0.05
 -------- 05:00 0.08 ---- 0.13 1.64 0.02
 -------- 06:00 0.09 ---- 0.15 1.62 0.02
 -------- 07:00 0.07 ---- 0.15 1.61 0.02
 -------- 08:00 0.06 ---- 0.12 1.65 0.01
 17.02.13 09:00 0.07 ---- 0.15 1.63 0.03
 -------- 10:00 0.08 ---- 0.17 1.66 0.05
 -------- 11:00 0.07 ---- 0.16 1.65 0.04
