 Date Time CO H2S NO2 CHX NO
 01.12.12 12:00 0.19 ---- 0.12 1.77 0.27
 -------- 13:00 0.19 ---- 0.11 1.86 0.25
 -------- 14:00 0.20 ---- 0.12 1.86 0.25
 -------- 15:00 0.21 ---- 0.12 2.04 0.27
 -------- 16:00 0.21 ---- 0.11 12.72 0.27
 01.12.12 17:00 0.29 ---- 0.13 4.18 0.32
 -------- 18:00 0.27 ---- 0.11 2.54 0.30
 -------- 19:00 0.27 ---- 0.12 2.48 0.29
 -------- 20:00 0.29 ---- 0.11 2.57 0.28
 -------- 21:00 0.34 ---- 0.12 2.57 0.37
 01.12.12 22:00 0.31 ---- 0.11 2.62 0.32
 -------- 23:00 0.25 ---- 0.11 2.28 0.27
 -------- 00:00 0.23 ---- 0.10 2.19 0.24
 -------- 01:00 0.28 ---- 0.11 2.34 0.36
 -------- 02:00 0.26 ---- 0.11 2.47 0.33
 02.12.12 03:00 0.22 ---- 0.10 2.18 0.27
 -------- 04:00 0.17 ---- 0.10 1.88 0.24
 -------- 05:00 0.13 ---- 0.09 1.69 0.16
 -------- 06:00 0.11 ---- 0.09 1.64 0.16
 -------- 07:00 0.10 ---- 0.08 1.62 0.14
 02.12.12 08:00 0.11 ---- 0.08 1.68 0.16
 -------- 09:00 0.13 ---- 0.10 1.68 0.17
 -------- 10:00 0.14 ---- 0.10 1.74 0.18
 -------- 11:00 0.17 ---- 0.10 1.76 0.19
 -------- 12:00 0.14 ---- 0.12 1.66 0.18
 02.12.12 13:00 0.14 ---- 0.12 1.65 0.17
 -------- 14:00 0.13 ---- 0.11 1.66 0.14
 -------- 15:00 0.14 ---- 0.11 1.61 0.14
 -------- 16:00 0.16 ---- 0.13 1.65 0.19
 -------- 17:00 0.15 ---- 0.13 1.63 0.16
 02.12.12 18:00 0.16 ---- 0.13 1.64 0.17
 -------- 19:00 0.17 ---- 0.14 1.69 0.17
 -------- 20:00 0.19 ---- 0.14 1.67 0.17
 -------- 21:00 0.17 ---- 0.14 1.65 0.17
 -------- 22:00 0.13 ---- 0.13 1.68 0.12
 02.12.12 23:00 0.13 ---- 0.13 1.65 0.10
 -------- 00:00 0.15 ---- 0.15 1.63 0.14
 -------- 01:00 0.12 ---- 0.14 1.58 0.12
 -------- 02:00 0.11 ---- 0.14 1.57 0.10
 -------- 03:00 0.10 ---- 0.15 1.63 0.08
 03.12.12 04:00 0.09 ---- 0.14 1.61 0.05
 -------- 05:00 0.07 ---- 0.13 1.55 0.03
 -------- 06:00 0.10 ---- 0.13 1.61 0.07
 -------- 07:00 0.08 ---- 0.13 1.67 0.07
 -------- 08:00 0.09 ---- 0.14 1.77 0.07
 03.12.12 09:00 0.09 ---- 0.13 2.03 0.06
 -------- 10:00 0.09 ---- 0.13 1.98 0.05
 -------- 11:00 0.08 ---- 0.13 1.93 0.07
