 Date Time CO H2S NO2 CHX NO
 31.01.13 00:00 0.08 ---- 0.14 1.77 0.02
 -------- 01:00 0.07 ---- 0.13 1.80 0.02
 -------- 02:00 0.06 ---- 0.10 1.64 0.01
 -------- 03:00 0.06 ---- 0.09 1.62 0.01
 -------- 04:00 0.06 ---- 0.09 1.62 0.00
 31.01.13 05:00 0.06 ---- 0.10 1.62 0.00
 -------- 06:00 0.06 ---- 0.10 1.71 0.01
 -------- 07:00 0.07 ---- 0.10 1.76 0.01
 -------- 08:00 0.08 ---- 0.12 1.85 0.01
 -------- 09:00 0.08 ---- 0.13 1.85 0.02
 31.01.13 10:00 0.08 ---- 0.12 1.81 0.02
 -------- 11:00 0.08 ---- 0.12 1.85 0.03
 -------- 12:00 0.08 ---- 0.13 1.84 0.04
 -------- 13:00 0.08 ---- 0.12 1.90 0.03
 -------- 14:00 0.08 ---- 0.13 4.71 0.03
 31.01.13 15:00 0.08 ---- 0.13 3.43 0.02
 -------- 16:00 0.08 ---- 0.14 2.06 0.04
 -------- 17:00 0.10 ---- 0.14 2.01 0.04
 -------- 18:00 0.09 ---- 0.13 1.99 0.02
 -------- 19:00 0.10 ---- 0.12 2.02 0.02
 31.01.13 20:00 0.08 ---- 0.11 1.92 0.01
 -------- 21:00 0.08 ---- 0.11 1.88 0.01
 -------- 22:00 0.07 ---- 0.11 1.77 0.02
 -------- 23:00 0.07 ---- 0.10 1.76 0.01
 -------- 00:00 0.07 ---- 0.19 1.82 0.09
 01.02.13 01:00 0.06 ---- 0.15 1.78 0.07
 -------- 02:00 0.06 ---- 0.07 1.66 0.01
 -------- 03:00 0.04 ---- 0.06 1.63 0.00
 -------- 04:00 0.04 ---- 0.06 1.61 0.00
 -------- 05:00 0.05 ---- 0.08 1.64 0.01
 01.02.13 06:00 0.06 ---- 0.09 1.70 0.01
 -------- 07:00 0.08 ---- 0.10 1.78 0.02
 -------- 08:00 0.10 ---- 0.10 1.87 0.01
 -------- 09:00 0.10 ---- 0.11 1.90 0.02
 -------- 10:00 0.10 ---- 0.11 1.78 0.02
 01.02.13 11:00 0.11 ---- 0.11 1.97 0.02
 -------- 12:00 0.11 ---- 0.12 1.96 0.04
 -------- 13:00 0.11 ---- 0.13 1.89 0.04
 -------- 14:00 0.10 ---- 0.12 1.91 0.04
 -------- 15:00 0.11 ---- 0.11 2.82 0.03
 01.02.13 16:00 0.13 ---- 0.12 2.42 0.04
 -------- 17:00 0.13 ---- 0.13 2.04 0.03
 -------- 18:00 0.11 ---- 0.13 1.98 0.03
 -------- 19:00 0.11 ---- 0.14 1.93 0.03
 -------- 20:00 0.11 ---- 0.14 2.00 0.03
 01.02.13 21:00 0.11 ---- 0.15 1.97 0.03
 -------- 22:00 0.13 ---- 0.15 2.12 0.05
 -------- 23:00 0.11 ---- 0.14 1.93 0.05
 -------- 00:00 0.12 ---- 0.14 2.16 0.06
