 Date Time CO H2S NO2 CHX NO
 21.12.12 23:00 0.19 ---- 0.20 2.05 0.22
 -------- 00:00 0.18 ---- 0.20 2.17 0.22
 -------- 01:00 0.19 ---- 0.20 2.46 0.24
 -------- 02:00 0.18 ---- 0.21 2.50 0.24
 -------- 03:00 0.17 ---- 0.21 2.11 0.24
 22.12.12 04:00 0.17 ---- 0.21 2.17 0.24
 -------- 05:00 0.15 ---- 0.21 2.08 0.21
 -------- 06:00 0.15 ---- 0.22 2.11 0.21
 -------- 07:00 0.14 ---- 0.23 2.21 0.24
 -------- 08:00 0.19 ---- 0.23 2.08 0.27
 22.12.12 09:00 0.20 ---- 0.26 2.02 0.26
 -------- 10:00 0.19 ---- 0.24 1.98 0.20
 -------- 11:00 0.18 ---- 0.23 2.07 0.18
 -------- 12:00 0.16 ---- 0.23 1.97 0.17
 -------- 13:00 0.18 ---- 0.23 2.05 0.18
 22.12.12 14:00 0.18 ---- 0.24 2.00 0.19
 -------- 15:00 0.16 ---- 0.25 3.62 0.15
 -------- 16:00 0.12 ---- 0.22 2.06 0.09
 -------- 17:00 0.14 ---- 0.23 1.71 0.11
 -------- 18:00 0.15 ---- 0.21 1.69 0.10
 22.12.12 19:00 0.15 ---- 0.22 1.74 0.14
 -------- 20:00 0.15 ---- 0.23 1.90 0.16
 -------- 21:00 0.13 ---- 0.21 1.85 0.11
 -------- 22:00 0.12 ---- 0.20 1.91 0.10
 -------- 23:00 0.14 ---- 0.21 1.85 0.14
 23.12.12 00:00 0.13 ---- 0.19 1.70 0.13
 -------- 01:00 0.13 ---- 0.19 1.67 0.14
 -------- 02:00 0.13 ---- 0.19 1.66 0.11
 -------- 03:00 0.13 ---- 0.18 1.65 0.08
 -------- 04:00 0.12 ---- 0.17 1.64 0.06
 23.12.12 05:00 0.09 ---- 0.17 1.64 0.07
 -------- 06:00 0.07 ---- 0.18 1.64 0.06
 -------- 07:00 0.07 ---- 0.19 1.62 0.07
 -------- 08:00 0.09 ---- 0.19 1.68 0.09
 -------- 09:00 0.10 ---- 0.19 1.67 0.07
 23.12.12 10:00 0.10 ---- 0.19 1.66 0.07
 -------- 11:00 0.16 ---- 0.20 1.78 0.16
 -------- 12:00 0.11 ---- 0.19 1.76 0.10
 -------- 13:00 0.13 ---- 0.20 1.77 0.12
 -------- 14:00 0.15 ---- 0.23 1.92 0.13
 23.12.12 15:00 0.13 ---- 0.23 1.90 0.11
 -------- 16:00 0.12 ---- 0.23 1.76 0.09
 -------- 17:00 0.16 ---- 0.25 1.69 0.12
 -------- 18:00 0.17 ---- 0.25 1.68 0.14
 -------- 19:00 0.15 ---- 0.24 1.70 0.12
 23.12.12 20:00 0.18 ---- 0.24 1.78 0.17
 -------- 21:00 0.15 ---- 0.22 1.66 0.12
 -------- 22:00 0.12 ---- 0.21 1.62 0.08
 -------- 23:00 0.12 ---- 0.22 1.62 0.08
