 Date Time CO H2S NO2 CHX NO
 24.02.13 23:00 0.13 0.25 0.28 1.73 0.14
 -------- 00:00 0.12 0.21 0.28 1.72 0.13
 -------- 01:00 0.07 0.12 0.22 1.63 0.05
 -------- 02:00 0.07 0.25 0.26 1.67 0.07
 -------- 03:00 0.12 0.17 0.28 1.78 0.20
 25.02.13 04:00 0.08 0.21 0.24 1.70 0.09
 -------- 05:00 0.10 0.25 0.27 1.70 0.17
 -------- 06:00 0.17 0.33 0.30 1.80 0.33
 -------- 07:00 0.13 0.17 0.29 1.78 0.19
 -------- 08:00 0.15 0.29 0.29 1.84 0.19
 25.02.13 09:00 0.15 0.33 0.29 1.79 0.19
 -------- 10:00 0.13 0.33 0.29 1.80 0.21
 -------- 11:00 0.10 0.33 0.28 1.75 0.16
 -------- 12:00 0.09 0.25 0.27 1.69 0.13
 -------- 13:00 0.11 0.33 0.27 1.68 0.12
 25.02.13 14:00 0.09 0.38 0.27 1.71 0.11
 -------- 15:00 0.07 0.54 0.26 1.68 0.08
 -------- 16:00 0.09 0.67 0.28 1.67 0.09
 -------- 17:00 0.09 0.75 0.27 1.65 0.08
 -------- 18:00 0.14 0.75 0.27 1.68 0.06
 25.02.13 19:00 0.09 0.75 0.28 1.66 0.06
 -------- 20:00 0.07 0.67 0.27 1.63 0.04
 -------- 21:00 0.06 0.54 0.26 1.60 0.05
 -------- 22:00 0.07 0.50 0.26 1.61 0.06
 -------- 23:00 0.07 0.42 0.26 1.62 0.06
 26.02.13 00:00 0.09 0.42 0.28 1.67 0.08
 -------- 01:00 0.15 0.50 0.30 1.78 0.14
 -------- 02:00 0.09 0.50 0.28 1.73 0.11
 -------- 03:00 0.05 0.54 0.28 1.69 0.09
 -------- 04:00 0.04 0.50 0.24 1.65 0.05
 26.02.13 05:00 0.08 0.54 0.27 1.73 0.16
 -------- 06:00 0.07 0.54 0.27 1.74 0.09
 -------- 07:00 0.07 0.50 0.26 1.74 0.06
 -------- 08:00 0.09 0.54 0.28 1.75 0.10
 -------- 09:00 0.13 0.62 0.30 1.83 0.19
 26.02.13 10:00 0.15 0.54 0.30 1.78 0.20
 -------- 11:00 0.16 0.67 0.31 1.84 0.22
 -------- 12:00 0.13 0.75 0.30 1.78 0.18
 -------- 13:00 0.10 0.75 0.27 1.65 0.12
 -------- 14:00 0.11 0.71 0.27 1.67 0.13
 26.02.13 15:00 0.07 0.62 0.26 1.59 0.09
 -------- 16:00 0.08 0.62 0.25 1.62 0.08
 -------- 17:00 0.06 0.67 0.23 1.59 0.06
 -------- 18:00 0.09 0.71 0.27 1.66 0.07
 -------- 19:00 0.09 0.75 0.28 1.74 0.07
 26.02.13 20:00 0.10 0.88 0.28 1.68 0.10
 -------- 21:00 0.09 0.79 0.27 1.70 0.08
 -------- 22:00 0.08 0.75 0.24 1.60 0.05
