 Date Time CO H2S NO2 CHX NO
 17.12.12 12:00 0.13 ---- 0.24 1.77 0.23
 -------- 13:00 0.14 ---- 0.26 1.85 0.22
 -------- 14:00 0.17 ---- 0.26 2.09 0.21
 -------- 15:00 0.09 ---- 0.25 2.55 0.17
 -------- 16:00 0.10 ---- 0.25 2.11 0.19
 17.12.12 17:00 0.10 ---- 0.24 2.04 0.16
 -------- 18:00 0.21 ---- 0.24 2.02 0.24
 -------- 19:00 0.12 ---- 0.21 2.12 0.12
 -------- 20:00 0.12 ---- 0.20 1.91 0.08
 -------- 21:00 0.10 ---- 0.18 1.77 0.04
 17.12.12 22:00 0.11 ---- 0.17 1.74 0.03
 -------- 23:00 0.09 ---- 0.17 2.02 0.03
 -------- 00:00 0.08 ---- 0.16 2.68 0.03
 -------- 01:00 0.08 ---- 0.17 2.13 0.04
 -------- 02:00 0.07 ---- 0.16 1.84 0.02
 18.12.12 03:00 0.06 ---- 0.15 1.75 0.02
 -------- 04:00 0.06 ---- 0.16 1.71 0.02
 -------- 05:00 0.08 ---- 0.16 1.74 0.03
 -------- 06:00 0.09 ---- 0.17 1.77 0.06
 -------- 07:00 0.10 ---- 0.18 1.83 0.09
 18.12.12 08:00 0.10 ---- 0.19 1.89 0.11
 -------- 09:00 0.12 ---- 0.20 2.03 0.14
 -------- 10:00 0.12 ---- 0.20 2.08 0.16
 -------- 11:00 0.12 ---- 0.20 2.14 0.17
 -------- 12:00 0.13 ---- 0.20 2.16 0.20
 18.12.12 13:00 0.12 ---- 0.17 2.04 0.16
 -------- 14:00 0.09 ---- 0.15 1.97 0.09
 -------- 15:00 0.09 ---- 0.17 2.29 0.12
 -------- 16:00 0.07 ---- 0.17 3.71 0.07
 -------- 17:00 0.07 ---- 0.18 2.05 0.05
 18.12.12 18:00 0.11 ---- 0.18 2.04 0.06
 -------- 19:00 0.10 ---- 0.18 1.97 0.07
 -------- 20:00 0.11 ---- 0.18 2.04 0.07
 -------- 21:00 0.08 ---- 0.17 2.08 0.06
 -------- 22:00 0.11 ---- 0.16 2.11 0.05
 18.12.12 23:00 0.09 ---- 0.17 2.15 0.08
 -------- 00:00 0.10 ---- 0.18 1.84 0.15
 -------- 01:00 0.07 ---- 0.16 1.67 0.09
 -------- 02:00 0.05 ---- 0.14 1.62 0.05
 -------- 03:00 0.05 ---- 0.15 1.73 0.06
 19.12.12 04:00 0.07 ---- 0.16 1.83 0.09
 -------- 05:00 0.08 ---- 0.16 3.10 0.13
 -------- 06:00 0.08 ---- 0.18 2.73 0.24
 -------- 07:00 0.08 ---- 0.17 1.94 0.17
 -------- 08:00 0.10 ---- 0.17 2.00 0.15
 19.12.12 09:00 0.09 ---- 0.17 1.96 0.15
 -------- 10:00 0.08 ---- 0.15 1.82 0.10
 -------- 11:00 0.09 ---- 0.14 1.88 0.06
