 Date Time CO H2S NO2 CHX NO
 10.02.13 12:00 0.02 ---- 0.07 1.66 0.01
 -------- 13:00 0.03 ---- 0.07 1.72 0.01
 -------- 14:00 0.05 ---- 0.08 1.83 0.02
 -------- 15:00 0.06 ---- 0.09 1.82 0.02
 -------- 16:00 0.06 ---- 0.09 1.78 0.03
 10.02.13 17:00 0.06 ---- 0.11 1.74 0.03
 -------- 18:00 0.06 ---- 0.11 1.83 0.03
 -------- 19:00 0.07 ---- 0.11 1.85 0.03
 -------- 20:00 0.08 ---- 0.11 1.91 0.04
 -------- 21:00 0.10 ---- 0.11 2.13 0.04
 10.02.13 22:00 0.11 ---- 0.11 1.97 0.04
 -------- 23:00 0.09 ---- 0.11 3.88 0.04
 -------- 00:00 0.12 ---- 0.14 6.52 0.10
 -------- 01:00 0.11 ---- 0.13 2.41 0.09
 -------- 02:00 0.18 ---- 0.12 1.95 0.08
 11.02.13 03:00 0.09 ---- 0.12 1.87 0.06
 -------- 04:00 0.08 ---- 0.12 1.78 0.06
 -------- 05:00 0.09 ---- 0.13 1.69 0.08
 -------- 06:00 0.13 ---- 0.15 2.11 0.09
 -------- 07:00 0.15 ---- 0.15 1.95 0.11
 11.02.13 08:00 0.17 ---- 0.14 2.55 0.12
 -------- 09:00 0.17 ---- 0.14 2.32 0.12
 -------- 10:00 0.13 ---- 0.11 1.90 0.05
 -------- 11:00 0.11 ---- 0.10 1.91 0.05
 -------- 12:00 0.11 ---- 0.12 1.99 0.06
 11.02.13 13:00 0.12 ---- 0.13 1.88 0.07
 -------- 14:00 0.12 ---- 0.12 5.00 0.06
 -------- 15:00 0.16 ---- 0.14 4.88 0.11
 -------- 16:00 0.14 ---- 0.14 2.45 0.12
 -------- 17:00 0.13 ---- 0.13 2.11 0.08
 11.02.13 18:00 0.17 ---- 0.13 2.36 0.12
 -------- 19:00 0.14 ---- 0.13 2.38 0.11
 -------- 20:00 0.14 ---- 0.12 2.27 0.09
 -------- 21:00 0.13 ---- 0.13 2.04 0.08
 -------- 22:00 0.10 ---- 0.13 1.90 0.06
 11.02.13 23:00 0.11 ---- 0.14 1.98 0.08
 -------- 00:00 0.11 ---- 0.14 1.95 0.08
 -------- 01:00 0.10 ---- 0.12 1.85 0.04
 -------- 02:00 0.09 ---- 0.11 1.79 0.03
 -------- 03:00 0.08 ---- 0.13 1.62 0.04
 12.02.13 04:00 0.10 ---- 0.15 1.67 0.07
 -------- 05:00 0.10 ---- 0.14 1.82 0.09
 -------- 06:00 0.11 ---- 0.14 1.98 0.08
 -------- 07:00 0.09 ---- 0.13 2.31 0.10
 -------- 08:00 0.05 ---- 0.11 1.82 0.06
 12.02.13 09:00 0.10 ---- 0.14 1.84 0.13
 -------- 10:00 0.08 ---- 0.14 1.85 0.13
 -------- 11:00 0.07 ---- 0.13 1.85 0.07
