 Date Time CO H2S NO2 CHX NO
 16.03.13 12:00 0.06 0.38 0.14 1.96 0.05
 -------- 13:00 0.07 0.38 0.16 1.94 0.05
 -------- 14:00 0.09 0.38 0.21 2.42 0.09
 -------- 15:00 0.08 0.38 0.22 4.30 0.09
 -------- 16:00 0.08 0.38 0.22 1.96 0.08
 16.03.13 17:00 0.09 0.42 0.20 1.72 0.07
 -------- 18:00 0.10 0.50 0.21 1.67 0.08
 -------- 19:00 0.09 0.50 0.23 1.65 0.10
 -------- 20:00 0.11 0.38 0.23 1.69 0.12
 -------- 21:00 0.11 0.42 0.21 1.68 0.10
 16.03.13 22:00 0.11 0.42 0.20 1.69 0.10
 -------- 23:00 0.11 0.38 0.21 1.70 0.11
 -------- 00:00 0.10 0.25 0.20 1.80 0.10
 -------- 01:00 0.07 0.25 0.19 1.60 0.07
 -------- 02:00 0.07 0.17 0.21 1.59 0.07
 17.03.13 03:00 0.05 0.12 0.17 1.56 0.05
 -------- 04:00 0.04 0.12 0.16 1.54 0.03
 -------- 05:00 0.04 ---- 0.16 1.51 0.03
 -------- 06:00 0.04 ---- 0.19 1.49 0.03
 -------- 07:00 0.05 ---- 0.21 1.49 0.04
 17.03.13 08:00 0.06 ---- 0.22 1.51 0.05
 -------- 09:00 0.06 ---- 0.23 1.51 0.07
 -------- 10:00 0.07 ---- 0.23 1.52 0.07
 -------- 11:00 0.08 ---- 0.23 1.55 0.07
 -------- 12:00 0.08 ---- 0.21 1.58 0.08
 17.03.13 13:00 0.07 ---- 0.20 1.54 0.06
 -------- 14:00 0.09 ---- 0.23 1.54 0.09
 -------- 15:00 0.08 ---- 0.22 1.52 0.07
 -------- 16:00 0.10 ---- 0.24 1.54 0.09
 -------- 17:00 0.10 ---- 0.25 1.54 0.09
 17.03.13 18:00 0.10 ---- 0.25 1.57 0.08
 -------- 19:00 0.09 ---- 0.22 1.58 0.06
 -------- 20:00 0.06 ---- 0.18 1.54 0.03
 -------- 21:00 0.07 ---- 0.19 1.51 0.04
 -------- 22:00 0.07 ---- 0.19 1.54 0.04
 17.03.13 23:00 0.07 ---- 0.19 1.53 0.04
 -------- 00:00 0.06 ---- 0.17 1.52 0.02
 -------- 01:00 0.06 0.12 0.17 1.49 0.01
 -------- 02:00 0.06 0.12 0.18 1.50 0.01
 -------- 03:00 0.04 0.12 0.16 1.49 0.01
 18.03.13 04:00 0.05 0.12 0.20 1.53 0.05
 -------- 05:00 0.09 0.12 0.24 1.62 0.09
 -------- 06:00 0.08 0.12 0.24 1.63 0.06
 -------- 07:00 0.09 0.12 0.25 1.59 0.05
 -------- 08:00 0.12 0.12 0.26 1.61 0.09
 18.03.13 09:00 0.16 0.12 0.28 1.68 0.17
 -------- 10:00 0.15 0.12 0.26 1.74 0.15
 -------- 11:00 0.13 0.12 0.25 1.74 0.12
