 Date Time CO H2S NO2 CHX NO
 02.01.13 00:00 0.07 ---- 0.10 1.71 0.02
 -------- 01:00 0.07 ---- 0.10 1.73 0.03
 -------- 02:00 0.07 ---- 0.12 1.73 0.05
 -------- 03:00 0.06 ---- 0.10 1.71 0.03
 -------- 04:00 0.06 ---- 0.09 1.65 0.02
 02.01.13 05:00 0.06 ---- 0.10 1.60 0.03
 -------- 06:00 0.05 ---- 0.10 1.58 0.03
 -------- 07:00 0.06 ---- 0.10 1.59 0.03
 -------- 08:00 0.06 ---- 0.11 1.60 0.03
 -------- 09:00 0.06 ---- 0.09 1.58 0.02
 02.01.13 10:00 0.06 ---- 0.10 1.57 0.03
 -------- 11:00 0.07 ---- 0.11 1.64 0.03
 -------- 12:00 0.07 ---- 0.12 1.67 0.05
 -------- 13:00 0.09 ---- 0.13 2.69 0.06
 -------- 14:00 0.11 ---- 0.16 5.62 0.07
 02.01.13 15:00 0.13 ---- 0.18 2.48 0.10
 -------- 16:00 0.13 ---- 0.17 1.93 0.08
 -------- 17:00 0.13 ---- 0.17 1.94 0.08
 -------- 18:00 0.16 ---- 0.20 2.02 0.11
 -------- 19:00 0.13 ---- 0.18 1.88 0.09
 02.01.13 20:00 0.15 ---- 0.19 1.83 0.09
 -------- 21:00 0.15 ---- 0.18 1.89 0.10
 -------- 22:00 0.15 ---- 0.18 1.82 0.09
 -------- 23:00 0.13 ---- 0.18 1.71 0.09
 -------- 00:00 0.09 ---- 0.15 1.60 0.04
 03.01.13 01:00 0.11 ---- 0.16 1.63 0.05
 -------- 02:00 0.09 ---- 0.14 3.15 0.04
 -------- 03:00 0.08 ---- 0.15 3.83 0.04
 -------- 04:00 0.08 ---- 0.14 1.69 0.03
 -------- 05:00 0.08 ---- 0.12 1.60 0.02
 03.01.13 06:00 0.08 ---- 0.13 1.58 0.03
 -------- 07:00 0.07 ---- 0.14 1.64 0.04
 -------- 08:00 0.07 ---- 0.14 1.64 0.04
 -------- 09:00 0.07 ---- 0.16 1.70 0.06
 -------- 10:00 0.07 ---- 0.17 1.71 0.07
 03.01.13 11:00 0.08 ---- 0.17 1.67 0.07
 -------- 12:00 0.09 ---- 0.18 1.71 0.10
 -------- 13:00 0.11 ---- 0.19 1.70 0.12
 -------- 14:00 0.11 ---- 0.18 1.70 0.11
 -------- 15:00 0.10 ---- 0.18 1.74 0.09
 03.01.13 16:00 0.08 ---- 0.16 1.74 0.06
 -------- 17:00 0.07 ---- 0.15 1.65 0.05
 -------- 18:00 0.07 ---- 0.14 1.62 0.06
 -------- 19:00 0.10 ---- 0.15 1.65 0.07
 -------- 20:00 0.20 ---- 0.17 1.94 0.11
 03.01.13 21:00 0.18 ---- 0.15 1.67 0.09
 -------- 22:00 0.17 ---- 0.14 1.66 0.09
 -------- 23:00 0.16 ---- 0.14 1.77 0.08
