 Date Time CO H2S NO2 CHX NO
 22.01.13 12:00 0.09 ---- 0.22 1.67 0.21
 -------- 13:00 0.11 ---- 0.23 1.71 0.23
 -------- 14:00 0.13 ---- 0.23 1.86 0.23
 -------- 15:00 0.12 ---- 0.23 1.91 0.24
 -------- 16:00 0.11 ---- 0.24 1.81 0.24
 22.01.13 17:00 0.13 ---- 0.26 1.97 0.29
 -------- 18:00 0.25 ---- 0.24 2.24 0.30
 -------- 19:00 0.13 ---- 0.23 1.84 0.18
 -------- 20:00 0.12 ---- 0.21 1.69 0.12
 -------- 21:00 0.14 ---- 0.21 1.71 0.15
 22.01.13 22:00 0.14 ---- 0.21 1.68 0.14
 -------- 23:00 0.13 ---- 0.20 1.66 0.13
 -------- 00:00 0.13 ---- 0.20 1.67 0.13
 -------- 01:00 0.15 ---- 0.19 1.69 0.11
 -------- 02:00 0.12 ---- 0.20 1.71 0.11
 23.01.13 03:00 0.10 ---- 0.18 1.63 0.06
 -------- 04:00 0.08 ---- 0.19 1.63 0.09
 -------- 05:00 0.09 ---- 0.20 1.69 0.11
 -------- 06:00 0.10 ---- 0.20 1.66 0.14
 -------- 07:00 0.13 ---- 0.22 1.70 0.22
 23.01.13 08:00 0.14 ---- 0.23 1.72 0.24
 -------- 09:00 0.18 ---- 0.24 1.82 0.31
 -------- 10:00 0.17 ---- 0.24 1.80 0.31
 -------- 11:00 0.23 ---- 0.27 2.13 0.40
 -------- 12:00 0.25 ---- 0.29 2.26 0.47
 23.01.13 13:00 0.21 ---- 0.27 2.04 0.38
 -------- 14:00 0.16 ---- 0.23 1.80 0.30
 -------- 15:00 0.16 ---- 0.23 1.79 0.27
 -------- 16:00 0.17 ---- 0.23 1.78 0.26
 -------- 17:00 0.16 ---- 0.23 1.73 0.24
 23.01.13 18:00 0.20 ---- 0.24 1.77 0.22
 -------- 19:00 0.18 ---- 0.25 1.81 0.28
 -------- 20:00 0.13 ---- 0.24 1.79 0.25
 -------- 21:00 0.13 ---- 0.24 1.79 0.26
 -------- 22:00 0.05 ---- 0.19 1.61 0.08
 23.01.13 23:00 0.06 ---- 0.17 1.61 0.05
 -------- 00:00 0.11 ---- 0.20 1.87 0.13
 -------- 01:00 0.05 ---- 0.19 1.86 0.07
 -------- 02:00 0.14 ---- 0.21 2.18 0.22
 -------- 03:00 0.27 ---- 0.26 2.43 0.58
 24.01.13 04:00 0.13 ---- 0.23 2.22 0.36
 -------- 05:00 0.13 ---- 0.25 2.13 0.34
 -------- 06:00 0.18 ---- 0.26 2.28 0.41
 -------- 07:00 0.14 ---- 0.23 2.18 0.32
 -------- 08:00 0.17 ---- 0.25 2.15 0.35
 24.01.13 09:00 0.22 ---- 0.25 2.54 0.39
 -------- 10:00 0.20 ---- 0.24 2.71 0.36
 -------- 11:00 0.16 ---- 0.21 2.18 0.29
