 Date Time CO H2S NO2 CHX NO
 16.04.13 00:00 0.40 0.25 ---- 2.58 ----
 -------- 01:00 0.23 0.12 ---- 2.27 ----
 -------- 02:00 0.47 0.25 ---- 3.70 ----
 -------- 03:00 0.37 0.12 ---- 3.04 ----
 -------- 04:00 0.27 0.12 ---- 2.73 ----
 16.04.13 05:00 0.39 0.21 ---- 3.92 ----
 -------- 06:00 0.48 0.38 ---- 5.67 ----
 -------- 07:00 0.60 0.50 ---- 6.81 ----
 -------- 08:00 0.36 0.33 ---- 3.17 ----
 -------- 09:00 0.20 0.21 ---- 2.45 ----
 16.04.13 10:00 0.12 0.42 ---- 2.23 ----
 -------- 11:00 0.09 0.25 ---- 1.98 ----
 -------- 12:00 0.12 0.29 ---- 1.89 ----
 -------- 13:00 0.07 0.25 ---- 1.75 ----
 -------- 14:00 0.05 0.25 ---- 1.69 ----
 16.04.13 15:00 0.05 0.25 ---- 1.66 ----
 -------- 16:00 0.04 0.21 ---- 1.89 ----
 -------- 17:00 0.05 0.25 ---- 1.62 ----
 -------- 18:00 0.06 0.25 ---- 1.63 ----
 -------- 19:00 0.09 0.25 ---- 1.61 ----
 16.04.13 20:00 0.11 0.25 ---- 1.62 ----
 -------- 21:00 0.11 0.29 ---- 1.63 ----
 -------- 22:00 0.13 0.25 ---- 1.65 ----
 -------- 23:00 0.23 0.33 ---- 1.93 ----
 -------- 00:00 0.29 0.54 ---- 2.14 ----
 17.04.13 01:00 0.35 0.46 ---- 2.10 ----
 -------- 02:00 0.53 0.67 ---- 2.52 ----
 -------- 03:00 0.51 2.21 ---- 4.27 ----
 -------- 04:00 0.45 2.17 ---- 23.18 ----
 -------- 05:00 0.69 1.67 ---- 10.23 ----
 17.04.13 06:00 0.72 1.21 ---- 8.57 ----
 -------- 07:00 0.69 1.12 ---- 4.57 ----
 -------- 08:00 0.43 0.87 ---- 3.86 ----
 -------- 09:00 0.26 0.67 ---- 2.81 ----
 -------- 10:00 0.23 0.75 ---- 2.65 ----
 17.04.13 11:00 0.12 0.62 ---- 2.06 ----
 -------- 12:00 0.09 0.50 ---- 1.88 ----
 -------- 13:00 0.08 0.50 ---- 1.75 ----
 -------- 14:00 0.07 0.50 ---- 1.73 ----
 -------- 15:00 0.06 0.50 ---- 1.69 ----
 17.04.13 16:00 0.07 0.50 ---- 1.67 ----
 -------- 17:00 0.07 0.50 ---- 1.69 ----
 -------- 18:00 0.09 0.46 ---- 1.67 ----
 -------- 19:00 0.09 0.46 ---- 1.71 ----
 -------- 20:00 0.17 0.38 ---- 1.74 ----
 17.04.13 21:00 0.33 0.46 ---- 2.19 ----
 -------- 22:00 0.39 0.50 ---- 2.47 ----
 -------- 23:00 0.32 0.58 ---- 5.51 ----
