 Date Time CO H2S NO2 CHX NO
 01.11.12 12:00 0.17 0.25 0.17 1.58 0.18
 -------- 13:00 0.18 0.21 0.18 1.56 0.17
 -------- 14:00 0.15 0.25 0.18 1.50 0.17
 -------- 15:00 0.16 0.25 0.18 1.60 0.17
 -------- 16:00 0.15 0.38 0.17 2.32 0.17
 01.11.12 17:00 0.15 0.25 0.17 1.96 0.16
 -------- 18:00 0.17 0.12 0.17 1.57 0.16
 -------- 19:00 0.15 0.17 0.16 1.57 0.12
 -------- 20:00 0.15 0.25 0.15 1.53 0.13
 -------- 21:00 0.19 0.21 0.15 1.65 0.17
 01.11.12 22:00 0.19 0.12 0.16 1.78 0.20
 -------- 23:00 0.17 0.21 0.14 1.68 0.19
 -------- 00:00 0.13 0.21 0.13 1.60 0.11
 -------- 01:00 0.15 0.21 0.13 1.55 0.10
 -------- 02:00 0.09 0.12 0.11 1.58 0.05
 02.11.12 03:00 0.08 0.12 0.10 1.47 0.04
 -------- 04:00 0.09 0.12 0.10 1.45 0.04
 -------- 05:00 0.07 0.19 0.10 1.88 0.04
 -------- 06:00 0.11 0.21 0.13 10.93 0.06
 -------- 07:00 0.09 0.19 0.11 3.16 0.03
 02.11.12 08:00 0.12 0.12 0.12 1.97 0.07
 -------- 09:00 0.11 0.19 0.13 1.78 0.06
 -------- 10:00 0.11 0.25 0.12 1.82 0.06
 -------- 11:00 0.10 0.19 0.11 1.66 0.04
 -------- 12:00 0.11 ---- 0.10 1.65 0.04
 02.11.12 13:00 0.10 0.19 0.10 1.81 0.04
 -------- 14:00 0.10 0.25 0.11 1.68 0.04
 -------- 15:00 0.09 0.17 0.10 1.52 0.03
 -------- 16:00 0.09 0.25 0.11 1.57 0.03
 -------- 17:00 0.09 0.17 0.11 1.59 0.03
 02.11.12 18:00 0.10 0.12 0.11 1.56 0.03
 -------- 19:00 0.10 0.17 0.10 1.54 0.02
 -------- 20:00 0.10 0.33 0.10 1.66 0.03
 -------- 21:00 0.10 0.21 0.09 1.64 0.02
 -------- 22:00 0.07 0.25 0.07 1.58 0.02
 02.11.12 23:00 0.05 0.12 0.07 1.47 0.01
 -------- 00:00 0.04 0.12 0.07 1.43 0.01
 -------- 01:00 0.03 0.12 0.07 2.27 0.01
 -------- 02:00 0.02 0.12 0.06 2.23 0.01
 -------- 03:00 0.02 0.12 0.06 1.50 0.01
 03.11.12 04:00 0.03 ---- 0.06 1.40 0.01
 -------- 05:00 0.02 ---- 0.06 1.38 0.01
 -------- 06:00 0.03 ---- 0.07 1.44 0.01
 -------- 07:00 0.04 0.19 0.07 1.45 0.01
 -------- 08:00 0.05 0.12 0.07 1.40 0.01
 03.11.12 09:00 0.07 0.12 0.08 1.45 0.02
 -------- 10:00 0.09 0.12 0.11 1.63 0.03
 -------- 11:00 0.09 0.12 0.11 1.68 0.03
