 Date Time CO H2S NO2 CHX NO
 31.12.12 12:00 0.06 ---- 0.10 1.94 0.03
 -------- 13:00 0.06 ---- 0.10 1.89 0.03
 -------- 14:00 0.07 ---- 0.10 2.57 0.03
 -------- 15:00 0.07 ---- 0.13 5.67 0.05
 -------- 16:00 0.16 ---- 0.14 3.02 0.08
 31.12.12 17:00 0.15 ---- 0.15 2.20 0.10
 -------- 18:00 0.11 ---- 0.14 2.03 0.09
 -------- 19:00 0.13 ---- 0.15 1.99 0.11
 -------- 20:00 0.15 ---- 0.16 1.81 0.11
 -------- 21:00 0.14 ---- 0.15 1.70 0.11
 31.12.12 22:00 0.15 ---- 0.15 1.76 0.13
 -------- 23:00 0.19 ---- 0.16 2.14 0.17
 -------- 00:00 0.19 ---- 0.15 2.38 0.15
 -------- 01:00 0.20 ---- 0.15 2.36 0.16
 -------- 02:00 0.20 ---- 0.15 2.08 0.18
 01.01.13 03:00 0.16 ---- 0.15 1.92 0.13
 -------- 04:00 0.13 ---- 0.14 1.81 0.09
 -------- 05:00 0.17 ---- 0.15 1.84 0.16
 -------- 06:00 0.11 ---- 0.14 1.67 0.09
 -------- 07:00 0.09 ---- 0.15 1.60 0.09
 01.01.13 08:00 0.12 ---- 0.18 1.69 0.18
 -------- 09:00 0.08 ---- 0.17 1.67 0.12
 -------- 10:00 0.09 ---- 0.15 1.86 0.09
 -------- 11:00 0.15 ---- 0.16 1.98 0.17
 -------- 12:00 0.07 ---- 0.14 1.73 0.08
 01.01.13 13:00 0.06 ---- 0.13 1.71 0.05
 -------- 14:00 0.07 ---- 0.13 1.65 0.05
 -------- 15:00 0.09 ---- 0.12 1.81 0.04
 -------- 16:00 0.09 ---- 0.12 1.99 0.04
 -------- 17:00 0.07 ---- 0.11 1.98 0.02
 01.01.13 18:00 0.05 ---- 0.09 5.55 0.01
 -------- 19:00 0.05 ---- 0.10 2.67 0.01
 -------- 20:00 0.05 ---- 0.11 1.97 0.01
 -------- 21:00 0.04 ---- 0.09 1.77 0.01
 -------- 22:00 0.05 ---- 0.09 1.79 0.01
 01.01.13 23:00 0.05 ---- 0.09 1.72 0.01
 -------- 00:00 0.06 ---- 0.10 1.71 0.02
 -------- 01:00 0.07 ---- 0.10 1.73 0.03
 -------- 02:00 0.07 ---- 0.12 1.73 0.05
 -------- 03:00 0.06 ---- 0.10 1.71 0.03
 02.01.13 04:00 0.06 ---- 0.09 1.65 0.02
 -------- 05:00 0.06 ---- 0.10 1.60 0.03
 -------- 06:00 0.05 ---- 0.10 1.58 0.03
 -------- 07:00 0.06 ---- 0.10 1.59 0.03
 -------- 08:00 0.06 ---- 0.11 1.60 0.03
 02.01.13 09:00 0.06 ---- 0.09 1.58 0.02
 -------- 10:00 0.06 ---- 0.10 1.57 0.03
 -------- 11:00 0.07 ---- 0.11 1.64 0.03
