 Date Time CO H2S NO2 CHX NO
 25.03.13 12:00 0.06 ---- 0.21 1.47 0.01
 -------- 13:00 0.07 ---- 0.26 1.48 0.02
 -------- 14:00 0.07 ---- 0.27 1.48 0.01
 -------- 15:00 0.07 ---- 0.31 1.49 0.03
 -------- 16:00 0.07 ---- 0.30 1.49 0.03
 25.03.13 17:00 0.07 ---- 0.32 1.49 0.03
 -------- 18:00 0.09 ---- 0.31 1.52 0.02
 -------- 19:00 0.10 0.12 0.30 1.51 0.02
 -------- 20:00 0.10 ---- 0.30 1.52 0.03
 -------- 21:00 0.11 ---- 0.31 1.56 0.03
 25.03.13 22:00 0.11 ---- 0.29 1.62 0.06
 -------- 23:00 0.10 0.12 0.30 1.52 0.08
 -------- 00:00 0.09 0.12 0.28 1.49 0.06
 -------- 01:00 0.08 0.12 0.27 1.49 0.06
 -------- 02:00 0.08 0.12 0.25 1.49 0.04
 26.03.13 03:00 0.07 0.12 0.24 1.47 0.03
 -------- 04:00 0.06 0.12 0.24 1.47 0.03
 -------- 05:00 0.08 0.12 0.26 1.52 0.05
 -------- 06:00 0.08 0.12 0.27 1.54 0.08
 -------- 07:00 0.06 0.12 0.27 1.52 0.07
 26.03.13 08:00 0.07 0.12 0.27 1.56 0.07
 -------- 09:00 0.07 0.12 0.31 1.57 0.11
 -------- 10:00 0.07 0.12 0.30 1.58 0.10
 -------- 11:00 0.08 0.12 0.31 1.59 0.12
 -------- 12:00 0.07 0.17 0.30 1.55 0.12
 26.03.13 13:00 0.07 0.25 0.29 1.55 0.09
 -------- 14:00 0.09 0.25 0.30 1.57 0.11
 -------- 15:00 0.09 0.29 0.32 1.56 0.11
 -------- 16:00 0.07 0.38 0.33 1.52 0.09
 -------- 17:00 0.07 0.38 0.33 1.53 0.08
 26.03.13 18:00 0.07 0.38 0.33 1.53 0.07
 -------- 19:00 0.08 0.46 0.33 1.54 0.08
 -------- 20:00 0.13 0.46 0.35 1.70 0.09
 -------- 21:00 0.10 0.38 0.36 1.65 0.10
 -------- 22:00 0.11 0.38 0.37 1.63 0.11
 26.03.13 23:00 0.10 0.38 0.37 1.62 0.11
 -------- 00:00 0.09 0.25 0.37 1.60 0.10
 -------- 01:00 0.09 0.12 0.36 1.59 0.10
 -------- 02:00 0.09 0.12 0.35 1.63 0.11
 -------- 03:00 0.10 0.12 0.36 1.68 0.21
 27.03.13 04:00 0.07 0.12 0.36 1.67 0.13
 -------- 05:00 0.21 0.17 0.39 2.23 0.40
 -------- 06:00 0.37 0.42 0.51 2.44 0.98
 -------- 07:00 0.23 0.29 0.44 2.00 0.62
 -------- 08:00 0.27 0.38 0.50 2.02 0.72
 27.03.13 09:00 0.18 0.25 0.48 1.86 0.53
 -------- 10:00 0.16 0.12 0.47 1.83 0.42
 -------- 11:00 0.13 0.17 0.45 1.76 0.32
