 Date Time CO H2S NO2 CHX NO
 16.12.12 00:00 0.05 ---- 0.12 1.66 0.01
 -------- 01:00 0.05 ---- 0.12 1.71 0.01
 -------- 02:00 0.04 ---- 0.12 1.64 0.01
 -------- 03:00 0.04 ---- 0.10 1.61 0.01
 -------- 04:00 0.04 ---- 0.10 3.16 0.01
 16.12.12 05:00 0.04 ---- 0.13 2.03 0.02
 -------- 06:00 0.06 ---- 0.15 1.83 0.05
 -------- 07:00 0.07 ---- 0.16 1.86 0.08
 -------- 08:00 0.08 ---- 0.15 1.83 0.07
 -------- 09:00 0.08 ---- 0.14 1.81 0.05
 16.12.12 10:00 0.08 ---- 0.13 1.88 0.03
 -------- 11:00 0.08 ---- 0.11 1.80 0.02
 -------- 12:00 0.08 ---- 0.10 1.86 0.02
 -------- 13:00 0.09 ---- 0.11 1.80 0.03
 -------- 14:00 0.11 ---- 0.12 1.90 0.03
 16.12.12 15:00 0.13 ---- 0.15 2.03 0.06
 -------- 16:00 0.52 ---- 0.12 ---- 0.07
 -------- 17:00 0.21 ---- 0.19 4.07 0.09
 -------- 18:00 0.21 ---- 0.20 2.23 0.09
 -------- 19:00 0.23 ---- 0.21 2.22 0.15
 16.12.12 20:00 0.17 ---- 0.21 2.12 0.16
 -------- 21:00 0.13 ---- 0.19 1.95 0.11
 -------- 22:00 0.14 ---- 0.18 1.99 0.08
 -------- 23:00 0.15 ---- 0.19 1.95 0.10
 -------- 00:00 0.14 ---- 0.19 1.99 0.11
 17.12.12 01:00 0.13 ---- 0.19 2.11 0.09
 -------- 02:00 0.13 ---- 0.19 2.06 0.08
 -------- 03:00 0.14 ---- 0.18 2.14 0.09
 -------- 04:00 0.13 ---- 0.19 2.07 0.14
 -------- 05:00 0.17 ---- 0.23 2.09 0.27
 17.12.12 06:00 0.15 ---- 0.24 2.48 0.24
 -------- 07:00 0.14 ---- 0.23 3.02 0.23
 -------- 08:00 0.17 ---- 0.26 2.53 0.31
 -------- 09:00 0.21 ---- 0.31 2.33 0.40
 -------- 10:00 0.21 ---- 0.29 2.22 0.41
 17.12.12 11:00 0.17 ---- 0.26 2.12 0.32
 -------- 12:00 0.13 ---- 0.24 1.80 0.23
 -------- 13:00 0.14 ---- 0.26 1.85 0.22
 -------- 14:00 0.17 ---- 0.26 2.09 0.21
 -------- 15:00 0.09 ---- 0.25 2.55 0.17
 17.12.12 16:00 0.10 ---- 0.25 2.11 0.19
 -------- 17:00 0.10 ---- 0.24 2.04 0.16
 -------- 18:00 0.21 ---- 0.24 2.02 0.24
 -------- 19:00 0.12 ---- 0.21 2.12 0.12
 -------- 20:00 0.12 ---- 0.20 1.91 0.08
 17.12.12 21:00 0.10 ---- 0.18 1.77 0.04
 -------- 22:00 0.11 ---- 0.17 1.74 0.03
 -------- 23:00 0.09 ---- 0.17 2.02 0.03
