 Date Time CO H2S NO2 CHX NO
 08.01.13 00:00 0.09 ---- 0.12 1.57 0.08
 -------- 01:00 0.07 ---- 0.11 1.54 0.05
 -------- 02:00 0.08 ---- 0.11 1.56 0.05
 -------- 03:00 0.06 ---- 0.11 1.55 0.04
 -------- 04:00 0.06 ---- 0.12 1.54 0.06
 08.01.13 05:00 0.07 ---- 0.12 1.55 0.06
 -------- 06:00 0.06 ---- 0.11 1.55 0.06
 -------- 07:00 0.05 ---- 0.12 1.57 0.08
 -------- 08:00 0.07 ---- 0.13 1.61 0.10
 -------- 09:00 0.07 ---- 0.13 1.63 0.12
 08.01.13 10:00 0.08 ---- 0.13 1.73 0.13
 -------- 11:00 0.07 ---- 0.13 1.75 0.12
 -------- 12:00 0.09 ---- 0.13 1.76 0.16
 -------- 13:00 0.11 ---- 0.15 1.77 0.20
 -------- 14:00 0.10 ---- 0.14 1.73 0.16
 08.01.13 15:00 0.09 ---- 0.14 1.71 0.13
 -------- 16:00 0.08 ---- 0.13 1.74 0.12
 -------- 17:00 0.07 ---- 0.13 1.65 0.09
 -------- 18:00 0.05 ---- 0.12 1.59 0.05
 -------- 19:00 0.06 ---- 0.11 1.59 0.02
 08.01.13 20:00 0.08 ---- 0.12 1.58 0.04
 -------- 21:00 0.07 ---- 0.11 1.64 0.04
 -------- 22:00 0.06 ---- 0.10 1.57 0.02
 -------- 23:00 0.06 ---- 0.11 1.57 0.03
 -------- 00:00 0.06 ---- 0.10 1.58 0.03
 09.01.13 01:00 0.06 ---- 0.10 1.59 0.02
 -------- 02:00 0.05 ---- 0.12 1.58 0.02
 -------- 03:00 0.06 ---- 0.14 1.60 0.05
 -------- 04:00 0.06 ---- 0.14 1.59 0.04
 -------- 05:00 0.05 ---- 0.13 1.61 0.04
 09.01.13 06:00 0.07 ---- 0.14 1.62 0.08
 -------- 07:00 0.08 ---- 0.13 1.61 0.07
 -------- 08:00 0.11 ---- 0.15 1.71 0.09
 -------- 09:00 0.07 ---- 0.13 1.65 0.03
 -------- 10:00 0.08 ---- 0.15 1.67 0.06
 09.01.13 11:00 0.09 ---- 0.15 1.66 0.07
 -------- 12:00 0.11 ---- 0.16 1.68 0.13
 -------- 13:00 0.12 ---- 0.18 1.71 0.19
 -------- 14:00 0.12 ---- 0.17 1.71 0.19
 -------- 15:00 0.12 ---- 0.19 1.73 0.21
 09.01.13 16:00 0.12 ---- 0.18 1.74 0.19
 -------- 17:00 0.11 ---- 0.17 1.66 0.13
 -------- 18:00 0.16 ---- 0.17 1.71 0.11
 -------- 19:00 0.10 ---- 0.17 1.65 0.09
 -------- 20:00 0.08 ---- 0.17 1.65 0.09
 09.01.13 21:00 0.08 ---- 0.18 1.61 0.09
 -------- 22:00 0.07 ---- 0.17 1.63 0.09
 -------- 23:00 0.08 ---- 0.18 1.63 0.09
