 Date Time CO H2S NO2 CHX NO
 21.10.12 00:00 0.08 1.12 0.17 ---- 0.09
 -------- 01:00 0.07 0.54 0.14 ---- 0.05
 -------- 02:00 0.06 0.42 0.13 ---- 0.05
 -------- 03:00 0.05 0.62 0.12 ---- 0.03
 -------- 04:00 0.04 0.29 0.11 ---- 0.03
 21.10.12 05:00 0.05 0.46 0.12 ---- 0.06
 -------- 06:00 0.05 0.21 0.12 ---- 0.05
 -------- 07:00 0.04 0.21 0.11 ---- 0.05
 -------- 08:00 0.07 0.12 0.12 ---- 0.05
 -------- 09:00 0.08 0.12 0.11 ---- 0.05
 21.10.12 10:00 0.09 0.21 0.14 ---- 0.07
 -------- 11:00 0.08 0.33 0.12 ---- 0.06
 -------- 12:00 0.10 0.21 0.13 ---- 0.07
 -------- 13:00 0.09 0.25 0.14 ---- 0.07
 -------- 14:00 0.09 0.21 0.13 ---- 0.07
 21.10.12 15:00 0.10 0.29 0.15 ---- 0.06
 -------- 16:00 0.11 0.46 0.16 ---- 0.07
 -------- 17:00 0.11 0.62 0.18 ---- 0.07
 -------- 18:00 0.13 0.46 0.17 ---- 0.08
 -------- 19:00 0.11 0.33 0.16 ---- 0.08
 21.10.12 20:00 0.09 0.88 0.15 ---- 0.06
 -------- 21:00 0.08 0.44 0.12 ---- 0.04
 -------- 22:00 0.07 ---- 0.11 ---- 0.03
 -------- 23:00 0.06 ---- 0.11 ---- 0.03
 -------- 00:00 0.07 0.12 0.11 ---- 0.03
 22.10.12 01:00 0.06 0.12 0.10 ---- 0.02
 -------- 02:00 0.06 0.17 0.09 ---- 0.02
 -------- 03:00 0.05 0.19 0.09 ---- 0.02
 -------- 04:00 0.05 0.56 0.10 ---- 0.02
 -------- 05:00 0.06 0.17 0.11 ---- 0.03
 22.10.12 06:00 0.09 0.17 0.14 ---- 0.08
 -------- 07:00 0.11 0.17 0.17 ---- 0.15
 -------- 08:00 0.17 0.12 0.16 ---- 0.17
 -------- 09:00 0.15 0.12 0.17 ---- 0.21
 -------- 10:00 0.15 0.12 0.16 ---- 0.20
 22.10.12 11:00 0.10 0.12 0.12 ---- 0.14
 -------- 12:00 0.08 0.17 0.11 ---- 0.10
 -------- 13:00 0.06 0.12 0.08 1.38 0.09
 -------- 14:00 0.04 0.17 0.09 1.33 0.08
 -------- 15:00 0.03 0.17 0.12 1.41 0.06
 22.10.12 16:00 0.04 0.12 0.13 1.36 0.05
 -------- 17:00 0.03 0.12 0.12 1.34 0.04
 -------- 18:00 0.04 0.12 0.11 1.40 0.04
 -------- 19:00 0.04 0.12 0.12 1.35 0.04
 -------- 20:00 0.07 0.12 0.12 1.33 0.04
 22.10.12 21:00 0.08 0.12 0.12 1.33 0.04
 -------- 22:00 0.15 0.12 0.13 1.38 0.07
 -------- 23:00 0.11 0.12 0.11 1.38 0.05
