 Date Time CO H2S NO2 CHX NO
 08.01.13 12:00 0.10 ---- 0.13 1.75 0.15
 -------- 13:00 0.11 ---- 0.15 1.77 0.20
 -------- 14:00 0.10 ---- 0.14 1.73 0.16
 -------- 15:00 0.09 ---- 0.14 1.71 0.13
 -------- 16:00 0.08 ---- 0.13 1.74 0.12
 08.01.13 17:00 0.07 ---- 0.13 1.65 0.09
 -------- 18:00 0.05 ---- 0.12 1.59 0.05
 -------- 19:00 0.06 ---- 0.11 1.59 0.02
 -------- 20:00 0.08 ---- 0.12 1.58 0.04
 -------- 21:00 0.07 ---- 0.11 1.64 0.04
 08.01.13 22:00 0.06 ---- 0.10 1.57 0.02
 -------- 23:00 0.06 ---- 0.11 1.57 0.03
 -------- 00:00 0.06 ---- 0.10 1.58 0.03
 -------- 01:00 0.06 ---- 0.10 1.59 0.02
 -------- 02:00 0.05 ---- 0.12 1.58 0.02
 09.01.13 03:00 0.06 ---- 0.14 1.60 0.05
 -------- 04:00 0.06 ---- 0.14 1.59 0.04
 -------- 05:00 0.05 ---- 0.13 1.61 0.04
 -------- 06:00 0.07 ---- 0.14 1.62 0.08
 -------- 07:00 0.08 ---- 0.13 1.61 0.07
 09.01.13 08:00 0.11 ---- 0.15 1.71 0.09
 -------- 09:00 0.07 ---- 0.13 1.65 0.03
 -------- 10:00 0.08 ---- 0.15 1.67 0.06
 -------- 11:00 0.09 ---- 0.15 1.66 0.07
 -------- 12:00 0.11 ---- 0.16 1.68 0.13
 09.01.13 13:00 0.12 ---- 0.18 1.71 0.19
 -------- 14:00 0.12 ---- 0.17 1.71 0.19
 -------- 15:00 0.12 ---- 0.19 1.73 0.21
 -------- 16:00 0.12 ---- 0.18 1.74 0.19
 -------- 17:00 0.11 ---- 0.17 1.66 0.13
 09.01.13 18:00 0.16 ---- 0.17 1.71 0.11
 -------- 19:00 0.10 ---- 0.17 1.65 0.09
 -------- 20:00 0.08 ---- 0.17 1.65 0.09
 -------- 21:00 0.08 ---- 0.18 1.61 0.09
 -------- 22:00 0.07 ---- 0.17 1.63 0.09
 09.01.13 23:00 0.08 ---- 0.18 1.63 0.09
 -------- 00:00 0.06 ---- 0.16 1.73 0.06
 -------- 01:00 0.05 ---- 0.14 4.63 0.04
 -------- 02:00 0.04 ---- 0.12 2.07 0.03
 -------- 03:00 0.04 ---- 0.10 1.65 0.02
 10.01.13 04:00 0.04 ---- 0.10 1.62 0.01
 -------- 05:00 0.06 ---- 0.12 1.57 0.03
 -------- 06:00 0.06 ---- 0.13 1.65 0.05
 -------- 07:00 0.07 ---- 0.15 1.70 0.06
 -------- 08:00 0.11 ---- 0.17 1.78 0.09
 10.01.13 09:00 0.10 ---- 0.18 1.90 0.12
 -------- 10:00 0.11 ---- 0.18 1.90 0.14
 -------- 11:00 0.11 ---- 0.17 2.01 0.15
