 Date Time CO H2S NO2 CHX NO
 21.09.12 00:00 0.37 0.19 0.24 ---- 0.09
 -------- 01:00 0.33 0.12 0.21 ---- 0.06
 -------- 02:00 0.33 0.12 0.20 ---- 0.06
 -------- 03:00 0.33 0.12 0.18 ---- 0.05
 -------- 04:00 0.34 0.12 0.17 ---- 0.05
 21.09.12 05:00 0.33 0.25 0.17 ---- 0.04
 -------- 06:00 0.37 ---- 0.18 ---- 0.05
 -------- 07:00 0.33 0.31 0.18 ---- 0.07
 -------- 08:00 0.21 0.21 0.17 ---- 0.09
 -------- 09:00 0.22 0.50 0.18 ---- 0.13
 21.09.12 10:00 0.23 0.58 0.20 ---- 0.15
 -------- 11:00 0.20 0.31 0.20 ---- 0.14
 -------- 12:00 0.17 ---- 0.21 ---- 0.10
 -------- 13:00 0.25 0.19 0.19 1.57 0.06
 -------- 14:00 0.23 0.12 0.19 4.38 0.06
 21.09.12 15:00 0.23 0.12 0.19 4.88 0.06
 -------- 16:00 0.21 0.12 0.19 2.02 0.06
 -------- 17:00 0.23 0.21 0.21 1.93 0.05
 -------- 18:00 0.28 0.38 0.29 2.24 0.11
 -------- 19:00 0.27 0.25 0.26 2.00 0.11
 21.09.12 20:00 0.21 ---- 0.18 1.69 0.18
 -------- 21:00 0.17 0.25 0.16 1.64 0.13
 -------- 22:00 0.13 0.38 0.15 1.58 0.09
 -------- 23:00 0.14 0.21 0.15 1.58 0.10
 -------- 00:00 0.13 0.17 0.15 1.58 0.10
 22.09.12 01:00 0.15 0.12 0.14 1.56 0.10
 -------- 02:00 0.12 0.12 0.13 1.57 0.10
 -------- 03:00 0.10 0.12 0.13 1.53 0.07
 -------- 04:00 0.09 0.12 0.12 1.55 0.06
 -------- 05:00 0.08 ---- 0.13 1.55 0.06
 22.09.12 06:00 0.07 ---- 0.14 1.57 0.09
 -------- 07:00 0.08 0.12 0.14 1.57 0.08
 -------- 08:00 0.13 0.12 0.14 1.60 0.10
 -------- 09:00 0.13 0.12 0.15 1.58 0.14
 -------- 10:00 0.15 0.17 0.14 1.78 0.12
 22.09.12 11:00 0.19 0.25 0.14 1.73 0.17
 -------- 12:00 0.13 0.25 0.13 1.73 0.11
 -------- 13:00 0.13 0.25 0.14 1.73 0.09
 -------- 14:00 0.15 0.29 0.16 1.76 0.09
 -------- 15:00 0.13 0.54 0.15 1.94 0.07
 22.09.12 16:00 0.11 0.54 0.17 3.51 0.04
 -------- 17:00 0.11 0.83 0.18 2.27 0.04
 -------- 18:00 0.15 0.67 0.21 1.77 0.07
 -------- 19:00 0.19 0.31 0.22 1.87 0.11
 -------- 20:00 0.30 0.29 0.23 2.04 0.21
 22.09.12 21:00 0.22 0.67 0.20 2.38 0.10
 -------- 22:00 0.19 3.08 0.21 2.87 0.10
 -------- 23:00 0.12 0.62 0.19 2.44 0.10
