 Date Time CO H2S NO2 CHX NO
 18.04.13 12:00 0.10 0.12 ---- 1.77 ----
 -------- 13:00 0.07 0.12 ---- 1.74 ----
 -------- 14:00 0.06 0.12 ---- 1.69 ----
 -------- 15:00 0.05 0.12 ---- 1.58 ----
 -------- 16:00 0.05 0.12 ---- 1.59 ----
 18.04.13 17:00 0.05 ---- ---- 1.57 ----
 -------- 18:00 0.07 0.12 ---- 1.60 ----
 -------- 19:00 0.06 0.12 ---- 1.61 ----
 -------- 20:00 0.05 0.12 ---- 1.63 ----
 -------- 21:00 0.17 0.54 ---- 2.32 ----
 18.04.13 22:00 0.25 0.25 ---- 2.27 ----
 -------- 23:00 0.24 0.12 ---- 2.11 ----
 -------- 00:00 0.42 0.21 ---- 3.24 ----
 -------- 01:00 0.19 0.38 ---- 2.28 ----
 -------- 02:00 0.09 0.25 ---- 2.06 ----
 19.04.13 03:00 0.08 0.25 ---- 2.00 ----
 -------- 04:00 0.06 0.17 ---- 1.81 ----
 -------- 05:00 0.05 0.21 ---- 2.04 ----
 -------- 06:00 0.12 0.21 ---- 3.10 ----
 -------- 07:00 0.13 0.25 ---- 2.47 ----
 19.04.13 08:00 0.17 0.33 ---- 2.47 ----
 -------- 09:00 0.16 0.25 ---- 1.98 ----
 -------- 10:00 0.14 0.12 ---- 1.96 ----
 -------- 11:00 0.15 0.12 ---- 1.92 ----
 -------- 12:00 0.11 0.12 ---- 1.80 ----
 19.04.13 13:00 0.10 0.12 ---- 1.74 ----
 -------- 14:00 0.08 0.12 ---- 1.66 ----
 -------- 15:00 0.09 0.12 ---- 2.21 ----
 -------- 16:00 0.11 0.12 ---- 3.26 ----
 -------- 17:00 0.11 0.12 ---- 1.84 ----
 19.04.13 18:00 0.10 ---- ---- 1.69 ----
 -------- 19:00 0.09 0.12 ---- 1.84 ----
 -------- 20:00 0.11 0.29 ---- 2.04 ----
 -------- 21:00 0.13 0.33 ---- 2.25 ----
 -------- 22:00 0.14 0.17 ---- 1.80 ----
 19.04.13 23:00 0.11 0.12 ---- 1.62 ----
 -------- 00:00 0.10 0.12 ---- 1.58 ----
 -------- 01:00 0.08 0.21 ---- 1.58 ----
 -------- 02:00 0.07 0.12 ---- 1.55 ----
 -------- 03:00 0.07 0.12 ---- 1.54 ----
 20.04.13 04:00 0.09 0.12 ---- 1.56 ----
 -------- 05:00 0.09 0.17 ---- 1.62 ----
 -------- 06:00 0.10 0.29 ---- 1.83 ----
 -------- 07:00 0.18 0.62 ---- 2.83 ----
 -------- 08:00 0.17 0.29 ---- 1.81 ----
 20.04.13 09:00 0.19 0.25 ---- 1.79 ----
 -------- 10:00 0.20 0.29 ---- 1.79 ----
 -------- 11:00 0.26 0.25 ---- 1.91 ----
