 Date Time CO H2S NO2 CHX NO
 02.02.13 00:00 0.13 ---- 0.14 2.11 0.06
 -------- 01:00 0.13 ---- 0.14 1.91 0.08
 -------- 02:00 0.13 ---- 0.14 1.84 0.09
 -------- 03:00 0.13 ---- 0.15 1.72 0.10
 -------- 04:00 0.13 ---- 0.14 1.75 0.08
 02.02.13 05:00 0.11 ---- 0.16 1.72 0.12
 -------- 06:00 0.11 ---- 0.15 1.82 0.11
 -------- 07:00 0.16 ---- 0.16 2.55 0.20
 -------- 08:00 0.18 ---- 0.18 2.48 0.23
 -------- 09:00 0.14 ---- 0.16 2.18 0.16
 02.02.13 10:00 0.16 ---- 0.16 2.29 0.16
 -------- 11:00 0.15 ---- 0.16 2.31 0.16
 -------- 12:00 0.17 ---- 0.17 2.28 0.18
 -------- 13:00 0.17 ---- 0.16 2.27 0.17
 -------- 14:00 0.15 ---- 0.17 1.97 0.17
 02.02.13 15:00 0.15 ---- 0.18 2.33 0.15
 -------- 16:00 0.15 ---- 0.19 11.58 0.13
 -------- 17:00 0.17 ---- 0.20 3.38 0.15
 -------- 18:00 0.17 ---- 0.19 2.61 0.14
 -------- 19:00 0.16 ---- 0.18 2.25 0.14
 02.02.13 20:00 0.19 ---- 0.17 2.38 0.15
 -------- 21:00 0.21 ---- 0.17 2.27 0.17
 -------- 22:00 0.23 ---- 0.17 2.58 0.24
 -------- 23:00 0.24 ---- 0.17 2.25 0.27
 -------- 00:00 0.17 ---- 0.16 2.35 0.17
 03.02.13 01:00 0.13 ---- 0.14 2.01 0.09
 -------- 02:00 0.07 ---- 0.12 1.78 0.04
 -------- 03:00 0.06 ---- 0.13 3.20 0.03
 -------- 04:00 0.06 ---- 0.10 4.13 0.02
 -------- 05:00 0.05 ---- 0.09 1.88 0.02
 03.02.13 06:00 0.06 ---- 0.09 1.70 0.01
 -------- 07:00 0.05 ---- 0.09 1.64 0.01
 -------- 08:00 0.06 ---- 0.09 1.61 0.02
 -------- 09:00 0.06 ---- 0.08 1.55 0.01
 -------- 10:00 0.06 ---- 0.08 1.57 0.01
 03.02.13 11:00 0.06 ---- 0.08 1.57 0.01
 -------- 12:00 0.06 ---- 0.08 1.65 0.01
 -------- 13:00 0.06 ---- 0.08 1.66 0.01
 -------- 14:00 0.06 ---- 0.08 1.68 0.01
 -------- 15:00 0.06 ---- 0.08 1.93 0.01
 03.02.13 16:00 0.07 ---- 0.10 3.39 0.01
 -------- 17:00 0.08 ---- 0.11 2.00 0.02
 -------- 18:00 0.08 ---- 0.10 1.84 0.02
 -------- 19:00 0.08 ---- 0.11 1.79 0.02
 -------- 20:00 0.07 ---- 0.12 1.82 0.02
 03.02.13 21:00 0.08 ---- 0.12 1.95 0.02
 -------- 22:00 0.08 ---- 0.14 1.81 0.02
 -------- 23:00 0.09 ---- 0.14 1.80 0.03
