 Date Time CO H2S NO2 CHX NO
 24.01.13 00:00 0.10 ---- 0.19 1.97 0.13
 -------- 01:00 0.05 ---- 0.19 1.86 0.07
 -------- 02:00 0.14 ---- 0.21 2.18 0.22
 -------- 03:00 0.27 ---- 0.26 2.43 0.58
 -------- 04:00 0.13 ---- 0.23 2.22 0.36
 24.01.13 05:00 0.13 ---- 0.25 2.13 0.34
 -------- 06:00 0.18 ---- 0.26 2.28 0.41
 -------- 07:00 0.14 ---- 0.23 2.18 0.32
 -------- 08:00 0.17 ---- 0.25 2.15 0.35
 -------- 09:00 0.22 ---- 0.25 2.54 0.39
 24.01.13 10:00 0.20 ---- 0.24 2.71 0.36
 -------- 11:00 0.16 ---- 0.21 2.18 0.29
 -------- 12:00 0.16 ---- 0.22 2.26 0.30
 -------- 13:00 0.16 ---- 0.23 2.01 0.27
 -------- 14:00 0.15 ---- 0.23 2.00 0.27
 24.01.13 15:00 0.13 ---- 0.22 6.82 0.23
 -------- 16:00 0.14 ---- 0.23 6.41 0.28
 -------- 17:00 0.09 ---- 0.20 2.08 0.15
 -------- 18:00 0.07 ---- 0.19 1.76 0.10
 -------- 19:00 0.06 ---- 0.18 1.65 0.07
 24.01.13 20:00 0.08 ---- 0.19 1.59 0.07
 -------- 21:00 0.07 ---- 0.19 1.60 0.09
 -------- 22:00 0.06 ---- 0.17 1.56 0.06
 -------- 23:00 0.05 ---- 0.16 1.54 0.05
 -------- 00:00 0.04 ---- 0.15 1.51 0.04
 25.01.13 01:00 0.05 ---- 0.16 1.51 0.04
 -------- 02:00 0.05 ---- 0.19 1.61 0.05
 -------- 03:00 0.05 ---- 0.18 1.64 0.04
 -------- 04:00 0.05 ---- 0.18 1.61 0.06
 -------- 05:00 0.04 ---- 0.17 1.55 0.04
 25.01.13 06:00 0.05 ---- 0.17 1.54 0.06
 -------- 07:00 0.07 ---- 0.19 1.57 0.08
 -------- 08:00 0.07 ---- 0.19 1.60 0.11
 -------- 09:00 0.08 ---- 0.18 1.63 0.10
 -------- 10:00 0.09 ---- 0.19 1.61 0.10
 25.01.13 11:00 0.10 ---- 0.18 1.63 0.12
 -------- 12:00 0.08 ---- 0.19 1.60 0.10
 -------- 13:00 0.11 ---- 0.20 1.67 0.13
 -------- 14:00 0.10 ---- 0.22 1.69 0.17
 -------- 15:00 0.09 ---- 0.22 1.66 0.16
 25.01.13 16:00 0.09 ---- 0.21 1.66 0.15
 -------- 17:00 0.09 ---- 0.21 1.66 0.12
 -------- 18:00 0.11 ---- 0.21 1.68 0.10
 -------- 19:00 0.09 ---- 0.21 1.70 0.11
 -------- 20:00 0.09 ---- 0.21 1.67 0.10
 25.01.13 21:00 0.09 ---- 0.20 1.69 0.09
 -------- 22:00 0.08 ---- 0.18 1.60 0.06
 -------- 23:00 0.08 ---- 0.19 1.60 0.10
