 Date Time CO H2S NO2 CHX NO
 06.03.13 12:00 0.11 0.25 0.20 1.99 0.06
 -------- 13:00 0.11 0.25 0.20 1.99 0.06
 -------- 14:00 0.09 0.25 0.20 1.94 0.04
 -------- 15:00 0.10 0.33 0.22 2.02 0.05
 -------- 16:00 0.10 0.42 0.24 1.86 0.06
 06.03.13 17:00 0.11 0.50 0.25 2.08 0.05
 -------- 18:00 0.13 0.50 0.27 2.17 0.05
 -------- 19:00 0.13 0.50 0.27 1.95 0.05
 -------- 20:00 0.13 0.50 0.27 1.96 0.06
 -------- 21:00 0.17 0.50 0.27 2.15 0.05
 06.03.13 22:00 0.19 0.50 0.27 1.95 0.07
 -------- 23:00 0.11 0.50 0.24 1.77 0.06
 -------- 00:00 0.10 0.29 0.22 4.93 0.03
 -------- 01:00 0.13 0.25 0.22 2.26 0.03
 -------- 02:00 0.10 0.25 0.18 1.65 0.02
 07.03.13 03:00 0.11 0.25 0.18 1.56 0.01
 -------- 04:00 0.13 0.25 0.19 1.56 0.01
 -------- 05:00 0.11 0.29 0.21 1.56 0.02
 -------- 06:00 0.08 0.38 0.20 1.63 0.02
 -------- 07:00 0.07 0.46 0.20 1.59 0.02
 07.03.13 08:00 0.08 0.38 0.21 1.56 0.02
 -------- 09:00 0.08 0.12 0.20 1.53 0.02
 -------- 10:00 0.07 0.12 0.20 1.52 0.03
 -------- 11:00 0.06 0.12 0.18 1.50 0.03
 -------- 12:00 0.06 0.12 0.16 1.49 0.04
 07.03.13 13:00 0.06 0.12 0.17 1.50 0.04
 -------- 14:00 0.06 0.12 0.17 1.50 0.05
 -------- 15:00 0.06 0.12 0.17 1.49 0.05
 -------- 16:00 0.06 0.12 0.17 1.48 0.04
 -------- 17:00 0.06 0.12 0.17 1.49 0.04
 07.03.13 18:00 0.08 0.12 0.20 1.50 0.05
 -------- 19:00 0.09 0.12 0.22 1.53 0.07
 -------- 20:00 0.06 0.12 0.20 1.52 0.07
 -------- 21:00 0.08 0.12 0.22 1.52 0.08
 -------- 22:00 0.09 0.12 0.24 1.54 0.10
 07.03.13 23:00 0.09 ---- 0.25 1.55 0.13
 -------- 00:00 0.07 0.12 0.24 1.53 0.12
 -------- 01:00 0.06 0.12 0.21 1.52 0.08
 -------- 02:00 0.04 ---- 0.20 1.50 0.06
 -------- 03:00 0.05 ---- 0.18 1.54 0.04
 08.03.13 04:00 0.03 ---- 0.16 1.54 0.03
 -------- 05:00 0.02 ---- 0.17 1.52 0.03
 -------- 06:00 0.02 ---- 0.17 1.48 0.03
 -------- 07:00 0.04 ---- 0.15 1.47 0.02
 -------- 08:00 0.06 ---- 0.14 1.47 0.02
 08.03.13 09:00 0.05 ---- 0.14 1.47 0.02
 -------- 10:00 0.07 ---- 0.14 1.48 0.03
 -------- 11:00 0.06 0.12 0.15 1.48 0.03
