 Date Time CO H2S NO2 CHX NO
 25.02.13 23:00 0.07 0.38 0.27 1.62 0.05
 -------- 00:00 0.09 0.42 0.28 1.67 0.08
 -------- 01:00 0.15 0.50 0.30 1.78 0.14
 -------- 02:00 0.09 0.50 0.28 1.73 0.11
 -------- 03:00 0.05 0.54 0.28 1.69 0.09
 26.02.13 04:00 0.04 0.50 0.24 1.65 0.05
 -------- 05:00 0.08 0.54 0.27 1.73 0.16
 -------- 06:00 0.07 0.54 0.27 1.74 0.09
 -------- 07:00 0.07 0.50 0.26 1.74 0.06
 -------- 08:00 0.09 0.54 0.28 1.75 0.10
 26.02.13 09:00 0.13 0.62 0.30 1.83 0.19
 -------- 10:00 0.15 0.54 0.30 1.78 0.20
 -------- 11:00 0.16 0.67 0.31 1.84 0.22
 -------- 12:00 0.13 0.75 0.30 1.78 0.18
 -------- 13:00 0.10 0.75 0.27 1.65 0.12
 26.02.13 14:00 0.11 0.71 0.27 1.67 0.13
 -------- 15:00 0.07 0.62 0.26 1.59 0.09
 -------- 16:00 0.08 0.62 0.25 1.62 0.08
 -------- 17:00 0.06 0.67 0.23 1.59 0.06
 -------- 18:00 0.09 0.71 0.27 1.66 0.07
 26.02.13 19:00 0.09 0.75 0.28 1.74 0.07
 -------- 20:00 0.10 0.88 0.28 1.68 0.10
 -------- 21:00 0.09 0.79 0.27 1.70 0.08
 -------- 22:00 0.08 0.75 0.24 1.60 0.05
 -------- 23:00 0.07 0.71 0.24 1.69 0.05
 27.02.13 00:00 0.07 0.50 0.20 1.61 0.03
 -------- 01:00 0.05 0.46 0.17 1.51 0.03
 -------- 02:00 0.04 0.46 0.15 1.50 0.02
 -------- 03:00 0.04 0.42 0.13 1.51 0.01
 -------- 04:00 0.04 0.42 0.13 1.49 0.01
 27.02.13 05:00 0.04 0.46 0.17 1.49 0.02
 -------- 06:00 0.05 0.46 0.20 1.54 0.04
 -------- 07:00 0.08 0.50 0.24 1.53 0.06
 -------- 08:00 0.11 0.50 0.24 1.57 0.07
 -------- 09:00 0.10 0.46 0.23 1.55 0.06
 27.02.13 10:00 0.11 0.50 0.25 1.55 0.09
 -------- 11:00 0.12 0.50 0.25 1.58 0.11
 -------- 12:00 0.13 0.50 0.24 1.61 0.12
 -------- 13:00 0.13 0.50 0.24 1.59 0.13
 -------- 14:00 0.13 0.50 0.23 1.58 0.12
 27.02.13 15:00 0.13 0.50 0.22 1.58 0.12
 -------- 16:00 0.12 0.21 0.22 1.61 0.09
 -------- 17:00 0.11 0.25 0.21 1.56 0.07
 -------- 18:00 0.17 0.25 0.23 1.61 0.08
 -------- 19:00 0.11 0.25 0.19 1.54 0.05
 27.02.13 20:00 0.14 0.29 0.23 1.58 0.10
 -------- 21:00 0.15 0.38 0.23 1.60 0.12
 -------- 22:00 0.12 0.25 0.20 1.56 0.07
 -------- 23:00 0.18 0.38 0.23 1.60 0.17
