 Date Time CO H2S NO2 CHX NO
 17.01.13 00:00 0.10 ---- 0.15 1.94 0.10
 -------- 01:00 0.09 ---- 0.15 2.11 0.07
 -------- 02:00 0.07 ---- 0.14 1.90 0.05
 -------- 03:00 0.06 ---- 0.13 1.79 0.04
 -------- 04:00 0.06 ---- 0.14 1.78 0.06
 17.01.13 05:00 0.07 ---- 0.14 1.76 0.08
 -------- 06:00 0.09 ---- 0.17 1.78 0.11
 -------- 07:00 0.12 ---- 0.16 1.78 0.09
 -------- 08:00 0.14 ---- 0.16 1.90 0.10
 -------- 09:00 0.13 ---- 0.16 1.79 0.11
 17.01.13 10:00 0.13 ---- 0.18 1.79 0.15
 -------- 11:00 0.11 ---- 0.16 1.75 0.09
 -------- 12:00 0.13 ---- 0.16 1.79 0.09
 -------- 13:00 0.11 ---- 0.16 1.69 0.10
 -------- 14:00 0.11 ---- 0.16 1.66 0.10
 17.01.13 15:00 0.17 ---- 0.16 1.80 0.12
 -------- 16:00 0.14 ---- 0.16 2.59 0.11
 -------- 17:00 0.11 ---- 0.17 2.88 0.10
 -------- 18:00 0.13 ---- 0.16 1.84 0.10
 -------- 19:00 0.11 ---- 0.16 1.68 0.09
 17.01.13 20:00 0.11 ---- 0.15 1.68 0.08
 -------- 21:00 0.09 ---- 0.14 1.65 0.06
 -------- 22:00 0.08 ---- 0.16 1.70 0.07
 -------- 23:00 0.08 ---- 0.14 1.71 0.05
 -------- 00:00 0.08 ---- 0.14 1.68 0.05
 18.01.13 01:00 0.08 ---- 0.15 1.65 0.06
 -------- 02:00 0.07 ---- 0.13 1.66 0.05
 -------- 03:00 0.07 ---- 0.13 1.61 0.04
 -------- 04:00 0.06 ---- 0.14 1.64 0.04
 -------- 05:00 0.07 ---- 0.14 1.69 0.05
 18.01.13 06:00 0.09 ---- 0.15 1.74 0.07
 -------- 07:00 0.09 ---- 0.15 1.77 0.06
 -------- 08:00 0.08 ---- 0.16 1.70 0.07
 -------- 09:00 0.11 ---- 0.17 1.72 0.13
 -------- 10:00 0.09 ---- 0.17 1.70 0.11
 18.01.13 11:00 0.11 ---- 0.17 1.73 0.13
 -------- 12:00 0.11 ---- 0.16 1.76 0.12
 -------- 13:00 0.11 ---- 0.16 1.78 0.12
 -------- 14:00 0.11 ---- 0.16 1.75 0.12
 -------- 15:00 0.11 ---- 0.17 1.74 0.13
 18.01.13 16:00 0.11 ---- 0.16 1.75 0.11
 -------- 17:00 0.17 ---- 0.18 1.87 0.15
 -------- 18:00 0.13 ---- 0.18 2.04 0.15
 -------- 19:00 0.11 ---- 0.17 3.19 0.11
 -------- 20:00 0.09 ---- 0.17 1.96 0.09
 18.01.13 21:00 0.14 ---- 0.16 1.85 0.06
 -------- 22:00 0.09 ---- 0.16 1.79 0.08
 -------- 23:00 0.09 ---- 0.15 1.69 0.05
 -------- 00:00 0.06 ---- 0.15 1.64 0.04
