 Date Time CO H2S NO2 CHX NO
 24.09.12 00:00 0.13 1.19 0.16 1.70 0.07
 -------- 01:00 0.12 0.62 0.14 1.74 0.06
 -------- 02:00 0.15 0.25 0.13 1.71 0.05
 -------- 03:00 0.11 0.62 0.12 1.66 0.06
 -------- 04:00 0.09 1.08 0.11 1.67 0.03
 24.09.12 05:00 0.08 0.71 0.10 1.60 0.03
 -------- 06:00 0.08 0.50 0.11 1.60 0.04
 -------- 07:00 0.10 0.58 0.13 1.59 0.05
 -------- 08:00 0.16 0.62 0.16 1.72 0.14
 -------- 09:00 0.16 0.33 0.14 1.69 0.13
 24.09.12 10:00 0.19 0.25 0.14 1.75 0.13
 -------- 11:00 0.15 0.12 0.14 1.77 0.10
 -------- 12:00 0.18 0.12 0.15 1.87 0.12
 -------- 13:00 0.19 0.12 0.15 1.79 0.11
 -------- 14:00 0.15 0.12 0.14 2.39 0.09
 24.09.12 15:00 0.13 0.12 0.15 2.87 0.09
 -------- 16:00 0.12 0.25 0.14 1.70 0.08
 -------- 17:00 0.13 0.12 0.14 1.62 0.10
 -------- 18:00 0.13 0.12 0.14 1.60 0.09
 -------- 19:00 0.13 0.50 0.14 1.60 0.10
 24.09.12 20:00 0.15 0.71 0.13 1.61 0.10
 -------- 21:00 0.14 0.38 0.13 1.62 0.09
 -------- 22:00 0.19 0.12 0.14 1.66 0.11
 -------- 23:00 0.13 0.12 0.13 1.54 0.09
 -------- 00:00 0.09 0.42 0.11 1.55 0.06
 25.09.12 01:00 0.08 0.58 0.10 1.56 0.04
 -------- 02:00 0.07 ---- 0.08 1.48 0.03
 -------- 03:00 0.06 0.12 0.07 1.46 0.02
 -------- 04:00 0.09 0.12 0.07 1.48 0.03
 -------- 05:00 0.07 0.12 0.07 1.50 0.03
 25.09.12 06:00 0.09 0.12 0.09 1.49 0.04
 -------- 07:00 0.07 0.12 0.10 1.46 0.04
 -------- 08:00 0.07 0.12 0.11 1.48 0.05
 -------- 09:00 0.07 0.12 0.12 1.50 0.06
 -------- 10:00 0.06 0.12 0.11 1.48 0.05
 25.09.12 11:00 0.06 ---- 0.11 1.49 0.05
 -------- 12:00 0.07 0.12 0.12 1.49 0.06
 -------- 13:00 0.06 0.12 0.12 1.49 0.06
 -------- 14:00 0.06 0.12 0.12 1.49 0.05
 -------- 15:00 0.08 0.12 0.15 1.50 0.07
 25.09.12 16:00 0.07 0.17 0.14 1.51 0.06
 -------- 17:00 0.07 0.12 0.14 1.50 0.05
 -------- 18:00 0.09 0.17 0.14 1.54 0.07
 -------- 19:00 0.09 0.12 0.13 1.52 0.06
 -------- 20:00 0.08 0.12 0.13 1.54 0.06
 25.09.12 21:00 0.09 0.12 0.13 1.52 0.06
 -------- 22:00 0.09 0.12 0.13 1.52 0.08
 -------- 23:00 0.08 0.12 0.13 1.51 0.08
