 Date Time CO H2S NO2 CHX NO
 08.11.12 12:00 0.11 0.25 0.17 1.38 0.10
 -------- 13:00 0.13 0.29 0.17 1.38 0.10
 -------- 14:00 0.10 0.25 0.16 1.38 0.08
 -------- 15:00 0.11 0.25 0.17 1.39 0.08
 -------- 16:00 0.09 0.21 0.15 1.37 0.07
 08.11.12 17:00 0.10 0.25 0.16 1.36 0.07
 -------- 18:00 0.16 0.46 0.19 1.47 0.10
 -------- 19:00 0.12 0.50 0.18 1.45 0.07
 -------- 20:00 0.11 0.42 0.18 1.43 0.07
 -------- 21:00 0.12 0.38 0.17 1.39 0.08
 08.11.12 22:00 0.11 0.25 0.16 1.35 0.07
 -------- 23:00 0.10 0.38 0.17 1.36 0.07
 -------- 00:00 0.11 0.42 0.19 1.43 0.10
 -------- 01:00 0.11 0.54 0.17 1.45 0.09
 -------- 02:00 0.09 0.19 0.14 1.36 0.07
 09.11.12 03:00 0.09 0.25 0.14 1.34 0.06
 -------- 04:00 0.08 0.25 0.13 1.35 0.05
 -------- 05:00 0.10 0.19 0.14 1.40 0.08
 -------- 06:00 0.15 ---- 0.16 1.63 0.18
 -------- 07:00 0.16 0.38 0.15 2.01 0.18
 09.11.12 08:00 0.19 0.38 0.14 1.96 0.16
 -------- 09:00 0.16 0.25 0.13 1.82 0.12
 -------- 10:00 0.16 ---- 0.12 1.77 0.12
 -------- 11:00 0.15 0.12 0.13 1.79 0.13
 -------- 12:00 0.22 0.25 0.16 1.78 0.27
 09.11.12 13:00 0.26 0.19 0.16 1.82 0.28
 -------- 14:00 0.23 ---- 0.15 1.71 0.21
 -------- 15:00 0.21 0.29 0.16 1.59 0.22
 -------- 16:00 0.18 0.50 0.15 1.83 0.19
 -------- 17:00 0.18 0.38 0.14 1.76 0.17
 09.11.12 18:00 0.13 0.46 0.15 1.51 0.12
 -------- 19:00 0.13 0.25 0.14 1.42 0.11
 -------- 20:00 0.11 0.25 0.13 1.39 0.10
 -------- 21:00 0.11 0.29 0.15 1.37 0.09
 -------- 22:00 0.10 0.25 0.14 1.40 0.08
 09.11.12 23:00 0.11 0.19 0.14 1.40 0.10
 -------- 00:00 0.08 ---- 0.13 1.37 0.06
 -------- 01:00 0.07 0.12 0.13 1.33 0.04
 -------- 02:00 0.07 0.25 0.14 1.33 0.04
 -------- 03:00 0.07 0.12 0.15 1.32 0.05
 10.11.12 04:00 0.07 ---- 0.16 1.33 0.06
 -------- 05:00 0.07 0.12 0.17 1.33 0.07
 -------- 06:00 0.06 0.17 0.16 1.32 0.08
 -------- 07:00 0.05 0.12 0.15 1.34 0.08
 -------- 08:00 0.05 0.12 0.17 1.35 0.12
 10.11.12 09:00 0.07 0.12 0.17 1.36 0.12
 -------- 10:00 0.10 0.12 0.18 1.39 0.17
 -------- 11:00 0.11 0.25 0.18 1.42 0.17
