 Date Time CO H2S NO2 CHX NO
 12.02.13 00:00 0.11 ---- 0.14 1.96 0.08
 -------- 01:00 0.10 ---- 0.12 1.85 0.04
 -------- 02:00 0.09 ---- 0.11 1.79 0.03
 -------- 03:00 0.08 ---- 0.13 1.62 0.04
 -------- 04:00 0.10 ---- 0.15 1.67 0.07
 12.02.13 05:00 0.10 ---- 0.14 1.82 0.09
 -------- 06:00 0.11 ---- 0.14 1.98 0.08
 -------- 07:00 0.09 ---- 0.13 2.31 0.10
 -------- 08:00 0.05 ---- 0.11 1.82 0.06
 -------- 09:00 0.10 ---- 0.14 1.84 0.13
 12.02.13 10:00 0.08 ---- 0.14 1.85 0.13
 -------- 11:00 0.07 ---- 0.13 1.85 0.07
 -------- 12:00 0.08 ---- 0.17 1.84 0.10
 -------- 13:00 0.07 ---- 0.17 1.84 0.08
 -------- 14:00 0.07 ---- 0.17 3.64 0.07
 12.02.13 15:00 0.09 ---- 0.19 3.58 0.10
 -------- 16:00 0.07 ---- 0.18 1.94 0.09
 -------- 17:00 0.07 ---- 0.17 1.77 0.07
 -------- 18:00 0.09 ---- 0.16 1.83 0.04
 -------- 19:00 0.05 ---- 0.15 1.75 0.04
 12.02.13 20:00 0.07 ---- 0.15 1.76 0.05
 -------- 21:00 0.13 ---- 0.19 1.79 0.12
 -------- 22:00 0.10 ---- 0.18 1.75 0.09
 -------- 23:00 0.11 ---- 0.18 1.82 0.11
 -------- 00:00 0.09 ---- 0.18 1.82 0.10
 13.02.13 01:00 0.15 ---- 0.16 1.82 0.08
 -------- 02:00 0.05 ---- 0.14 1.73 0.04
 -------- 03:00 0.03 ---- 0.14 1.74 0.03
 -------- 04:00 0.02 ---- 0.14 1.79 0.03
 -------- 05:00 0.02 ---- 0.11 1.68 0.02
 13.02.13 06:00 0.04 ---- 0.14 1.93 0.03
 -------- 07:00 0.07 ---- 0.13 1.84 0.02
 -------- 08:00 0.09 ---- 0.18 2.01 0.04
 -------- 09:00 0.09 ---- 0.17 2.18 0.06
 -------- 10:00 0.11 ---- 0.17 2.32 0.07
 13.02.13 11:00 0.09 ---- 0.18 2.11 0.06
 -------- 12:00 0.08 ---- 0.18 2.15 0.07
 -------- 13:00 0.08 ---- 0.19 2.10 0.07
 -------- 14:00 0.09 ---- 0.20 2.41 0.07
 -------- 15:00 0.08 ---- 0.20 10.36 0.05
 13.02.13 16:00 0.09 ---- 0.20 3.93 0.05
 -------- 17:00 0.11 ---- 0.21 2.46 0.06
 -------- 18:00 0.15 ---- 0.23 2.63 0.09
 -------- 19:00 0.19 ---- 0.25 2.80 0.15
 -------- 20:00 0.19 ---- 0.25 2.14 0.14
 13.02.13 21:00 0.17 ---- 0.25 1.86 0.16
 -------- 22:00 0.15 ---- 0.24 1.77 0.14
 -------- 23:00 0.13 ---- 0.22 1.90 0.10
 -------- 00:00 0.14 ---- 0.23 1.97 0.12
