 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.05
 17.09.12 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 17.09.12 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.05
 -------- 01:00 0.06
 -------- 02:00 0.06
 18.09.12 03:00 0.07
 -------- 04:00 0.08
 -------- 05:00 0.10
 -------- 06:00 0.12
 -------- 07:00 0.15
 18.09.12 08:00 0.17
 -------- 09:00 0.18
 -------- 10:00 0.18
 -------- 11:00 0.18
 -------- 12:00 0.17
 18.09.12 13:00 0.13
 -------- 14:00 0.11
 -------- 15:00 0.10
 -------- 16:00 0.08
 -------- 17:00 0.08
 18.09.12 18:00 0.07
 -------- 19:00 0.06
 -------- 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 18.09.12 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.07
 -------- 02:00 0.08
 -------- 03:00 0.08
 19.09.12 04:00 0.08
 -------- 05:00 0.08
 -------- 06:00 0.08
 -------- 07:00 0.10
 -------- 08:00 0.10
 19.09.12 09:00 0.10
 -------- 10:00 0.10
 -------- 11:00 0.10
