 Date Time CO
 -------- 03:00 0.06
 -------- 04:00 0.06
 26.02.13 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.06
 26.02.13 10:00 0.08
 -------- 11:00 0.09
 -------- 12:00 0.10
 -------- 13:00 0.09
 -------- 14:00 0.08
 26.02.13 15:00 0.08
 -------- 16:00 0.07
 -------- 17:00 0.06
 -------- 18:00 0.05
 -------- 19:00 0.04
 26.02.13 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.03
 27.02.13 01:00 0.02
 -------- 02:00 0.03
 -------- 03:00 0.04
 -------- 04:00 0.02
 -------- 05:00 0.02
 27.02.13 06:00 0.03
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 27.02.13 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.04
 -------- 15:00 0.04
 27.02.13 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 27.02.13 21:00 0.04
 -------- 22:00 0.04
