 Date Time CO
 -------- 03:00 0.04
 -------- 04:00 0.04
 09.04.13 05:00 0.05
 -------- 06:00 0.06
 -------- 07:00 0.08
 -------- 08:00 0.09
 -------- 09:00 0.11
 09.04.13 10:00 0.10
 -------- 11:00 0.08
 -------- 12:00 0.08
 -------- 13:00 0.07
 -------- 14:00 0.06
 09.04.13 15:00 0.07
 -------- 16:00 0.07
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 09.04.13 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 10.04.13 01:00 0.06
 -------- 02:00 0.07
 -------- 03:00 0.11
 -------- 04:00 0.13
 -------- 05:00 0.14
 10.04.13 06:00 0.14
 -------- 07:00 0.13
 -------- 08:00 0.12
 -------- 09:00 0.12
 -------- 10:00 0.10
 10.04.13 11:00 0.08
 -------- 12:00 0.07
 -------- 13:00 0.06
 -------- 14:00 0.06
 -------- 15:00 0.06
 10.04.13 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 10.04.13 21:00 0.02
 -------- 22:00 0.02
 -------- 23:00 0.03
