 Date Time CO
 -------- 15:00 0.09
 -------- 16:00 0.08
 23.01.13 17:00 0.07
 -------- 18:00 0.08
 -------- 19:00 0.07
 -------- 20:00 0.06
 -------- 21:00 0.06
 23.01.13 22:00 0.05
 -------- 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 24.01.13 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.06
 -------- 07:00 0.06
 24.01.13 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.07
 -------- 11:00 0.12
 -------- 12:00 0.17
 24.01.13 13:00 0.21
 -------- 14:00 0.22
 -------- 15:00 0.19
 -------- 16:00 0.13
 -------- 17:00 0.09
 24.01.13 18:00 0.07
 -------- 19:00 0.05
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.02
 24.01.13 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.04
 -------- 03:00 0.04
 25.01.13 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 25.01.13 09:00 0.04
 -------- 10:00 0.02
