 Date Time CO
 -------- 03:00 0.04
 -------- 04:00 0.06
 18.04.13 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.06
 18.04.13 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.06
 -------- 14:00 0.06
 18.04.13 15:00 0.06
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 18.04.13 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 19.04.13 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.05
 19.04.13 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.08
 19.04.13 11:00 0.07
 -------- 12:00 0.06
 -------- 13:00 0.05
 -------- 14:00 0.04
 -------- 15:00 0.04
 19.04.13 16:00 0.04
 -------- 17:00 0.05
 -------- 18:00 0.06
 -------- 19:00 0.06
 -------- 20:00 0.04
 19.04.13 21:00 0.04
 -------- 22:00 0.03
 -------- 23:00 0.02
