 Date Time CO
 -------- 03:00 0.06
 -------- 04:00 0.06
 25.02.13 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.07
 25.02.13 10:00 0.09
 -------- 11:00 0.09
 -------- 12:00 0.08
 -------- 13:00 0.08
 -------- 14:00 0.08
 25.02.13 15:00 0.06
 -------- 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 25.02.13 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 26.02.13 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.06
 26.02.13 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.08
 26.02.13 11:00 0.09
 -------- 12:00 0.10
 -------- 13:00 0.09
 -------- 14:00 0.08
 -------- 15:00 0.08
 26.02.13 16:00 0.07
 -------- 17:00 0.06
 -------- 18:00 0.05
 -------- 19:00 0.04
 -------- 20:00 0.04
 26.02.13 21:00 0.04
 -------- 22:00 0.04
