 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.04
 18.04.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 18.04.13 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 19.04.13 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.05
 -------- 06:00 0.06
 -------- 07:00 0.06
 19.04.13 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.08
 -------- 11:00 0.07
 -------- 12:00 0.06
 19.04.13 13:00 0.05
 -------- 14:00 0.04
 -------- 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.05
 19.04.13 18:00 0.06
 -------- 19:00 0.06
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.03
 19.04.13 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 ----
 -------- 03:00 ----
 20.04.13 04:00 ----
 -------- 05:00 ----
 -------- 06:00 0.04
 -------- 07:00 0.03
 -------- 08:00 0.02
 20.04.13 09:00 0.02
 -------- 10:00 0.03
 -------- 11:00 0.04
