 Date Time CO
 -------- 04:00 0.05
 -------- 05:00 0.04
 22.11.12 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 22.11.12 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.06
 -------- 14:00 0.06
 -------- 15:00 0.06
 22.11.12 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.05
 -------- 19:00 0.04
 -------- 20:00 0.04
 22.11.12 21:00 0.04
 -------- 22:00 0.03
 -------- 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 23.11.12 02:00 0.02
 -------- 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.02
 23.11.12 07:00 0.03
 -------- 08:00 0.04
 -------- 09:00 0.02
 -------- 10:00 0.02
 -------- 11:00 0.03
 23.11.12 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.05
 -------- 15:00 0.06
 -------- 16:00 0.06
 23.11.12 17:00 0.07
 -------- 18:00 0.07
 -------- 19:00 0.08
 -------- 20:00 0.08
 -------- 21:00 0.08
 23.11.12 22:00 0.08
 -------- 23:00 0.07
