 Date Time CO
 -------- 00:00 0.06
 -------- 02:00 0.06
 22.11.12 03:00 0.06
 -------- 04:00 0.05
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 22.11.12 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.06
 -------- 12:00 0.06
 22.11.12 13:00 0.06
 -------- 14:00 0.06
 -------- 15:00 0.06
 -------- 16:00 0.06
 -------- 17:00 0.06
 22.11.12 18:00 0.05
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.03
 22.11.12 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.02
 -------- 03:00 0.02
 23.11.12 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.03
 -------- 08:00 0.04
 23.11.12 09:00 0.02
 -------- 10:00 0.02
 -------- 11:00 0.03
