 Date Time CO
 -------- 04:00 0.02
 -------- 05:00 0.03
 31.03.13 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 -------- 09:00 0.02
 -------- 10:00 0.03
 31.03.13 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.04
 -------- 15:00 0.05
 31.03.13 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 31.03.13 21:00 0.04
 -------- 22:00 0.05
 -------- 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.06
 01.04.13 02:00 0.06
 -------- 03:00 0.08
 -------- 04:00 0.08
 -------- 05:00 0.08
 -------- 06:00 0.08
 01.04.13 07:00 0.08
 -------- 08:00 0.08
 -------- 09:00 0.07
 -------- 10:00 0.06
 -------- 11:00 0.06
 01.04.13 12:00 0.06
 -------- 13:00 0.05
 -------- 14:00 0.04
 -------- 15:00 0.04
 -------- 16:00 0.04
 01.04.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.05
 01.04.13 22:00 0.06
 -------- 23:00 0.06
