 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.06
 25.02.13 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 -------- 20:00 0.06
 -------- 21:00 0.06
 25.02.13 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.06
 -------- 02:00 0.06
 26.02.13 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 26.02.13 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.08
 -------- 11:00 0.09
 -------- 12:00 0.10
 26.02.13 13:00 0.09
 -------- 14:00 0.08
 -------- 15:00 0.08
 -------- 16:00 0.07
 -------- 17:00 0.06
 26.02.13 18:00 0.05
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 26.02.13 23:00 0.04
 -------- 00:00 0.03
 -------- 01:00 0.02
 -------- 02:00 0.03
 -------- 03:00 0.04
 27.02.13 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.03
 -------- 07:00 0.04
 -------- 08:00 0.04
 27.02.13 09:00 0.04
 -------- 10:00 0.04
