 Date Time CO
 -------- 02:00 0.06
 -------- 03:00 0.04
 13.11.12 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 13.11.12 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.04
 13.11.12 14:00 0.04
 -------- 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 13.11.12 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 -------- 23:00 0.04
 14.11.12 00:00 0.03
 -------- 01:00 0.02
 -------- 02:00 0.02
 -------- 03:00 0.03
 -------- 04:00 0.02
 14.11.12 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 -------- 09:00 0.02
 14.11.12 10:00 0.02
 -------- 11:00 0.02
 -------- 12:00 0.02
 -------- 13:00 0.03
 -------- 14:00 0.02
 14.11.12 15:00 0.02
 -------- 16:00 0.02
 -------- 17:00 0.02
 -------- 18:00 0.02
 -------- 19:00 0.02
 14.11.12 20:00 0.02
 -------- 21:00 0.02
 -------- 22:00 0.02
